,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
0,H,0.0,14.04,5.25,10.01,94.75,92.46,12.91,166.86
1,H,0.1,14.09,5.36,10.18,93.6,91.77,12.34,168.06
2,H,0.2,14.14,5.45,10.31,93.18,91.75,11.81,168.4
3,H,0.3,14.18,5.51,10.33,93.03,91.97,12.86,167.23
4,H,0.4,14.21,5.55,10.39,92.84,91.49,12.88,167.18
5,H,0.5,14.23,5.57,10.36,93.6,92.18,12.17,168.06
6,H,0.6,14.22,5.57,10.39,93.16,92.16,10.63,169.75
7,H,0.7,14.22,5.55,10.34,92.69,91.86,10.37,170.16
8,H,0.8,14.2,5.5,10.39,92.04,91.41,10.0,170.38
9,H,0.9,14.16,5.43,10.38,91.0,91.52,8.85,171.61
10,H,1.0,14.11,5.36,10.34,90.7,91.67,7.19,173.03
11,H,1.1,14.09,5.29,10.19,91.35,92.69,5.74,174.51
12,H,1.2,14.08,5.24,10.07,92.13,93.87,4.31,175.71
13,H,1.3,14.08,5.21,9.97,93.09,94.84,3.56,175.93
14,H,1.4,14.11,5.19,9.97,93.15,95.0,1.84,175.88
15,H,1.5,14.14,5.17,9.92,93.01,95.44,0.63,176.18
16,H,1.6,14.18,5.18,9.99,92.58,95.0,1.81,175.81
17,H,1.7,14.21,5.22,10.06,91.99,94.69,3.28,174.92
18,H,1.8,14.22,5.26,10.1,91.6,94.24,5.03,173.46
19,H,1.9,14.22,5.28,10.12,91.77,94.11,6.29,171.98
20,H,2.0,14.18,5.3,10.11,91.75,94.75,6.78,171.32
21,H,2.1,14.16,5.33,10.11,91.62,94.74,7.77,170.2
22,H,2.2,14.16,5.39,10.24,90.79,93.63,7.0,170.52
23,H,2.3,14.15,5.44,10.33,89.97,93.15,6.94,169.98
24,H,2.4,14.18,5.48,10.41,89.56,93.38,8.04,168.95
25,H,2.5,14.18,5.53,10.4,89.59,93.97,9.31,168.15
26,H,2.6,14.19,5.56,10.38,90.43,95.38,10.57,167.16
27,H,2.7,14.22,5.6,10.32,92.59,96.47,9.59,167.63
28,H,2.8,14.24,5.63,10.26,93.96,97.33,8.96,167.61
29,H,2.9,14.27,5.64,10.2,95.29,98.0,8.94,167.41
30,H,3.0,14.29,5.63,10.27,95.99,98.07,9.56,166.64
31,H,3.1,14.28,5.61,10.21,96.06,98.67,10.08,166.33
32,H,3.2,14.27,5.55,10.11,96.69,99.41,9.49,166.62
33,H,3.3,14.24,5.49,9.98,98.31,100.07,7.51,167.57
34,H,3.4,14.18,5.44,9.86,99.28,100.16,6.02,167.82
35,H,3.5,14.23,5.44,9.97,99.24,99.16,5.83,167.83
36,H,3.6,14.23,5.48,10.03,99.15,97.57,5.8,167.28
37,H,3.7,14.25,5.52,10.14,98.17,97.01,5.74,167.55
38,H,3.8,14.25,5.53,10.13,97.27,97.11,4.19,167.0
39,H,3.9,14.26,5.52,10.13,96.82,97.13,3.03,165.57
40,H,4.0,14.22,5.51,10.08,97.0,97.16,1.68,164.46
41,H,4.1,14.21,5.53,10.18,95.64,96.57,1.95,164.68
42,H,4.2,14.25,5.55,10.22,95.29,95.36,2.6,164.48
43,H,4.3,14.24,5.55,10.27,95.58,94.43,3.19,163.73
44,H,4.4,14.22,5.52,10.23,95.38,94.8,4.12,162.82
45,H,4.5,14.23,5.49,10.14,95.7,95.59,5.11,162.17
46,H,4.6,14.21,5.46,10.1,95.55,96.21,5.76,162.15
47,H,4.7,14.19,5.44,10.08,94.94,96.9,6.72,162.41
48,H,4.8,14.22,5.43,10.1,94.98,96.99,9.0,161.8
49,H,4.9,14.22,5.42,10.1,94.75,96.83,9.03,161.43
50,H,5.0,14.21,5.4,10.02,96.16,96.59,9.85,160.42
51,H,5.1,14.21,5.39,9.96,97.39,97.0,9.74,160.66
52,H,5.2,14.2,5.39,9.94,97.63,97.55,9.16,161.75
53,H,5.3,14.16,5.39,9.91,98.26,97.64,9.7,162.16
54,H,5.4,14.17,5.42,9.95,97.42,98.36,10.89,161.89
55,H,5.5,14.21,5.48,10.07,96.39,98.83,10.97,162.36
56,H,5.6,14.22,5.53,10.08,96.35,98.58,10.02,163.06
57,H,5.7,14.23,5.57,10.17,96.61,98.58,8.72,163.95
58,H,5.8,14.23,5.61,10.14,97.15,98.38,7.88,165.23
59,H,5.9,14.21,5.62,10.16,97.82,97.65,6.13,166.5
60,H,6.0,14.21,5.62,10.16,97.65,97.69,5.27,166.68
61,H,6.1,14.21,5.62,10.22,96.35,96.51,3.43,167.06
62,H,6.2,14.23,5.61,10.34,94.67,95.82,1.48,168.36
63,H,6.3,14.2,5.58,10.32,93.96,95.93,1.94,168.74
64,H,6.4,14.2,5.53,10.26,94.31,95.85,2.86,169.93
65,H,6.5,14.21,5.47,10.16,94.43,95.86,4.28,170.44
66,H,6.6,14.19,5.4,10.06,94.64,96.26,5.44,169.89
67,H,6.7,14.18,5.34,10.03,95.05,95.3,7.01,169.12
68,H,6.8,14.21,5.29,10.05,94.26,94.31,7.08,169.54
69,H,6.9,14.2,5.25,10.07,93.46,93.47,8.52,168.81
70,H,7.0,14.15,5.19,9.99,93.63,93.7,9.43,168.5
71,H,7.1,14.13,5.14,9.97,93.4,93.76,9.26,168.98
72,H,7.2,14.11,5.11,9.86,93.07,94.51,8.88,169.52
73,H,7.3,14.06,5.11,9.9,93.43,93.64,8.84,169.92
74,H,7.4,14.05,5.14,9.95,92.8,92.57,8.35,170.88
75,H,7.5,14.12,5.22,10.17,91.56,90.96,7.61,172.11
76,H,7.6,14.12,5.29,10.27,91.32,89.63,7.73,172.38
77,H,7.7,14.14,5.37,10.36,90.81,89.13,7.73,172.74
78,H,7.8,14.21,5.45,10.45,90.88,88.76,6.4,173.93
79,H,7.9,14.21,5.51,10.47,91.33,89.1,6.0,174.5
80,H,8.0,14.24,5.57,10.48,91.92,90.07,6.17,174.39
81,H,8.1,14.26,5.62,10.54,92.09,89.29,4.99,175.18
82,H,8.2,14.3,5.66,10.59,92.92,88.9,3.27,175.92
83,H,8.3,14.26,5.67,10.57,93.9,89.2,2.93,176.12
84,H,8.4,14.27,5.67,10.6,94.28,89.53,3.04,175.79
85,H,8.5,14.28,5.66,10.47,95.19,90.58,1.27,175.48
86,H,8.6,14.23,5.63,10.38,96.02,91.51,0.79,174.04
87,H,8.7,14.24,5.59,10.33,96.64,92.14,1.47,173.15
88,H,8.8,14.25,5.55,10.26,97.18,92.6,3.18,172.07
89,H,8.9,14.23,5.47,10.2,97.5,93.41,3.85,171.38
90,H,9.0,14.19,5.39,10.02,98.52,94.02,4.3,170.76
91,H,9.1,14.19,5.3,9.97,98.19,95.07,4.85,170.27
92,H,9.2,14.14,5.25,9.86,97.87,96.63,5.48,169.0
93,H,9.3,14.15,5.25,9.89,97.84,97.62,7.13,168.04
94,H,9.4,14.15,5.3,9.9,96.8,97.94,6.52,167.65
95,H,9.5,14.21,5.35,10.01,95.75,99.04,4.9,166.75
96,H,9.6,14.18,5.41,9.94,95.86,99.92,4.06,165.26
97,H,9.7,14.23,5.48,10.02,95.33,101.03,4.19,164.03
98,H,9.8,14.27,5.58,10.11,94.36,101.51,4.8,163.43
99,H,9.9,14.28,5.68,10.26,93.02,101.01,5.62,162.76
100,H,10.0,14.32,5.76,10.43,91.13,100.83,5.22,162.91
101,H,10.1,14.34,5.81,10.48,90.25,100.42,4.57,162.6
102,H,10.2,14.32,5.81,10.46,90.25,100.69,3.49,162.19
103,H,10.3,14.27,5.79,10.41,90.2,100.84,3.93,161.56
104,H,10.4,14.27,5.76,10.4,90.33,100.17,3.32,161.25
105,H,10.5,14.26,5.74,10.43,90.61,99.75,3.01,162.03
106,H,10.6,14.26,5.69,10.37,90.95,100.36,3.44,162.53
107,H,10.7,14.26,5.63,10.27,91.55,101.22,4.07,162.57
108,H,10.8,14.25,5.54,10.1,92.58,102.27,3.24,162.92
109,H,10.9,14.21,5.45,9.96,93.69,102.98,1.47,163.78
110,H,11.0,14.18,5.39,9.88,94.3,103.68,1.36,165.1
111,H,11.1,14.2,5.36,9.9,94.9,103.07,1.89,165.73
112,H,11.2,14.2,5.34,9.91,94.92,102.3,3.17,165.82
113,H,11.3,14.17,5.34,9.9,94.35,102.38,2.69,165.58
114,H,11.4,14.18,5.35,9.92,93.99,102.12,2.81,166.2
115,H,11.5,14.2,5.39,9.97,94.16,101.57,3.64,166.76
116,H,11.6,14.17,5.44,10.06,93.74,101.1,4.39,167.61
117,H,11.7,14.19,5.49,10.11,93.07,100.79,3.75,168.29
118,H,11.8,14.23,5.56,10.19,92.73,100.02,3.68,168.33
119,H,11.9,14.23,5.61,10.24,92.71,99.17,3.66,168.24
120,H,12.0,14.28,5.66,10.37,92.23,98.35,2.95,169.03
121,H,12.1,14.27,5.69,10.42,92.18,97.07,2.12,169.71
122,H,12.2,14.28,5.69,10.45,93.01,96.02,1.93,169.92
123,H,12.3,14.26,5.66,10.34,94.25,96.54,1.76,169.66
124,H,12.4,14.26,5.63,10.3,94.51,96.22,0.83,169.84
125,H,12.5,14.27,5.59,10.29,95.37,95.18,0.39,171.09
126,H,12.6,14.28,5.55,10.27,95.96,94.28,1.01,172.57
127,H,12.7,14.29,5.5,10.26,96.3,93.33,2.35,172.77
128,H,12.8,14.26,5.43,10.17,97.74,92.08,3.66,172.82
129,H,12.9,14.21,5.33,10.06,99.55,90.93,3.58,172.55
130,H,13.0,14.14,5.24,9.92,99.89,91.37,3.84,172.18
131,H,13.1,14.12,5.18,9.87,99.71,91.76,4.7,172.34
132,H,13.2,14.11,5.19,9.94,99.01,90.69,5.29,172.89
133,H,13.3,14.09,5.21,10.01,98.49,90.3,4.53,173.04
134,H,13.4,14.08,5.25,10.08,97.73,90.01,3.43,173.08
135,H,13.5,14.14,5.31,10.15,97.58,89.36,2.44,173.46
136,H,13.6,14.15,5.39,10.16,98.22,89.47,1.92,174.25
137,H,13.7,14.19,5.47,10.25,97.57,90.54,1.37,174.89
138,H,13.8,14.27,5.55,10.31,96.5,91.83,0.81,174.89
139,H,13.9,14.33,5.62,10.37,95.54,92.86,0.82,174.02
140,H,14.0,14.34,5.66,10.43,94.5,93.85,1.36,172.76
141,H,14.1,14.32,5.67,10.42,93.77,94.22,1.13,172.72
142,H,14.2,14.36,5.65,10.45,93.55,94.48,1.61,172.92
143,H,14.3,14.26,5.59,10.32,94.44,94.52,0.8,174.02
144,H,14.4,14.21,5.52,10.21,94.67,95.51,0.79,175.03
145,H,14.5,14.17,5.45,10.2,93.83,95.98,0.95,175.21
146,H,14.6,14.15,5.4,10.14,93.01,96.6,2.68,174.51
147,H,14.7,14.1,5.34,10.08,92.48,97.69,3.83,174.78
148,H,14.8,14.1,5.27,10.01,92.4,97.97,3.85,174.83
149,H,14.9,14.1,5.23,9.97,92.52,96.88,3.81,174.41
150,H,15.0,14.09,5.21,9.97,93.12,96.89,3.55,174.38
151,H,15.1,14.13,5.25,10.03,93.64,96.07,4.97,174.53
152,H,15.2,14.21,5.3,10.09,92.84,96.24,5.36,175.11
153,H,15.3,14.21,5.35,10.12,92.87,96.59,4.1,176.05
154,H,15.4,14.19,5.38,10.11,92.04,97.52,2.41,176.55
155,H,15.5,14.23,5.41,10.18,90.71,98.18,0.83,176.7
156,H,15.6,14.2,5.44,10.22,89.83,98.29,0.96,176.57
157,H,15.7,14.19,5.46,10.24,89.23,97.67,1.73,176.61
158,H,15.8,14.21,5.49,10.34,88.59,96.54,1.17,176.26
159,H,15.9,14.23,5.51,10.41,88.36,95.86,1.45,176.64
160,H,16.0,14.2,5.51,10.39,88.75,95.78,1.23,176.62
161,H,16.1,14.2,5.49,10.3,89.06,95.96,2.12,176.29
162,H,16.2,14.22,5.46,10.3,88.94,96.02,3.69,175.9
163,H,16.3,14.2,5.43,10.25,89.31,95.93,4.51,176.82
164,H,16.4,14.19,5.41,10.29,89.21,95.15,4.51,177.41
165,H,16.5,14.22,5.37,10.28,90.17,94.51,4.6,177.26
166,H,16.6,14.15,5.31,10.19,91.78,93.43,4.18,176.97
167,H,16.7,14.12,5.23,10.05,93.95,93.36,4.72,175.74
168,H,16.8,14.1,5.18,9.93,95.57,92.6,4.65,174.95
169,H,16.9,14.08,5.17,9.94,96.25,91.6,4.32,175.35
170,H,17.0,14.06,5.18,9.99,96.55,90.95,3.47,176.38
171,H,17.1,14.1,5.21,10.0,96.68,90.11,3.39,176.49
172,H,17.2,14.11,5.24,10.13,96.54,88.24,4.72,175.45
173,H,17.3,14.13,5.28,10.14,97.32,87.97,4.16,176.27
174,H,17.4,14.15,5.32,10.16,98.4,86.49,4.05,176.6
175,H,17.5,14.23,5.37,10.24,99.01,85.9,4.55,176.75
176,H,17.6,14.23,5.41,10.24,99.03,86.1,4.24,176.81
177,H,17.7,14.26,5.44,10.28,99.01,87.32,3.48,177.43
178,H,17.8,14.28,5.46,10.29,98.71,88.34,3.35,177.06
179,H,17.9,14.27,5.45,10.21,99.19,89.7,1.69,178.19
180,H,18.0,14.22,5.44,10.16,100.24,90.06,0.5,178.85
181,H,18.1,14.21,5.42,10.07,100.88,90.48,1.07,178.96
182,H,18.2,14.21,5.41,10.13,101.11,89.83,1.29,178.72
183,H,18.3,14.16,5.41,10.1,100.79,90.74,2.23,178.13
184,H,18.4,14.15,5.41,10.13,99.34,91.4,3.0,178.11
185,H,18.5,14.17,5.41,10.11,98.4,92.7,4.66,177.08
186,H,18.6,14.14,5.42,10.12,98.23,93.23,6.2,176.31
187,H,18.7,14.13,5.43,10.12,97.35,93.85,7.34,175.56
188,H,18.8,14.17,5.44,10.2,97.14,92.46,7.85,174.65
189,H,18.9,14.15,5.44,10.2,97.0,92.1,7.28,174.53
190,H,19.0,14.11,5.44,10.19,96.52,92.58,6.75,174.96
191,H,19.1,14.16,5.44,10.22,95.55,93.55,6.83,174.16
192,H,19.2,14.16,5.45,10.19,94.58,94.29,6.03,174.34
193,H,19.3,14.17,5.46,10.21,93.99,95.11,6.2,173.7
194,H,19.4,14.2,5.47,10.2,93.38,95.43,6.69,173.08
195,H,19.5,14.25,5.48,10.29,92.81,94.72,6.75,172.9
196,H,19.6,14.24,5.49,10.27,92.66,94.23,5.75,173.62
197,H,19.7,14.26,5.47,10.31,91.61,94.25,5.77,173.65
198,H,19.8,14.26,5.44,10.29,89.84,94.5,5.84,173.41
199,H,19.9,14.23,5.39,10.3,88.88,94.92,5.66,173.77
200,H,20.0,14.18,5.33,10.21,87.98,95.72,4.79,174.12
201,H,20.1,14.13,5.27,10.18,86.87,95.36,4.8,174.22
202,H,20.2,14.13,5.2,10.14,86.77,95.69,4.16,174.43
203,H,20.3,14.05,5.14,10.08,86.91,95.6,3.24,174.54
204,H,20.4,14.08,5.11,10.03,86.86,96.46,2.86,173.91
205,H,20.5,14.1,5.13,10.04,87.33,97.09,3.13,173.39
206,H,20.6,14.12,5.16,9.96,88.43,98.52,2.18,173.23
207,H,20.7,14.17,5.2,9.97,89.21,99.66,1.79,173.43
208,H,20.8,14.2,5.26,9.92,89.9,100.87,2.7,173.5
209,H,20.9,14.22,5.35,10.06,90.99,100.19,2.91,173.79
210,H,21.0,14.26,5.44,10.1,91.72,99.99,2.79,173.45
211,H,21.1,14.3,5.54,10.27,91.62,98.66,3.47,172.69
212,H,21.2,14.26,5.61,10.3,92.23,97.95,3.42,171.42
213,H,21.3,14.26,5.65,10.38,93.37,97.63,4.13,170.27
214,H,21.4,14.23,5.67,10.32,93.81,97.62,4.58,169.62
215,H,21.5,14.2,5.67,10.31,94.11,98.19,5.68,168.55
216,H,21.6,14.16,5.67,10.23,95.26,98.14,7.01,167.31
217,H,21.7,14.17,5.67,10.33,95.69,96.49,7.54,166.55
218,H,21.8,14.19,5.68,10.34,96.01,95.96,7.64,166.14
219,H,21.9,14.2,5.66,10.32,97.07,95.37,8.55,165.37
220,H,22.0,14.19,5.63,10.23,98.74,94.97,10.19,164.28
221,H,22.1,14.22,5.57,10.15,99.12,95.65,11.03,163.24
222,H,22.2,14.22,5.51,9.99,100.71,96.56,10.71,162.97
223,H,22.3,14.23,5.48,9.96,101.88,95.67,11.0,161.81
224,H,22.4,14.27,5.47,9.97,102.04,94.48,9.69,162.07
225,H,22.5,14.28,5.45,10.02,102.23,93.07,9.56,161.62
226,H,22.6,14.27,5.43,10.03,103.01,92.01,9.38,161.6
227,H,22.7,14.25,5.41,9.95,103.59,91.95,7.72,162.34
228,H,22.8,14.26,5.39,9.91,103.72,92.8,5.25,163.0
229,H,22.9,14.22,5.42,9.95,102.31,93.48,3.63,163.0
230,H,23.0,14.24,5.47,10.02,101.48,93.27,1.81,163.82
231,H,23.1,14.26,5.52,10.19,100.56,91.83,1.28,163.41
232,H,23.2,14.26,5.56,10.26,99.66,91.29,1.78,163.23
233,H,23.3,14.21,5.58,10.23,100.37,90.62,4.28,162.21
234,H,23.4,14.22,5.59,10.22,101.24,90.59,6.05,161.72
235,H,23.5,14.22,5.61,10.22,100.49,91.84,7.12,162.04
236,H,23.6,14.21,5.63,10.23,100.19,93.05,8.91,162.13
237,H,23.7,14.22,5.63,10.21,99.89,93.7,10.97,161.45
238,H,23.8,14.24,5.6,10.2,99.1,94.15,12.58,160.76
239,H,23.9,14.2,5.56,10.16,99.45,94.07,14.08,160.21
240,H,24.0,14.18,5.5,10.06,99.93,94.6,13.8,160.78
241,H,24.1,14.18,5.45,10.03,99.65,94.5,13.15,161.79
242,H,24.2,14.17,5.42,10.0,99.38,94.83,12.99,162.46
243,H,24.3,14.16,5.42,9.98,98.96,95.44,12.68,162.78
244,H,24.4,14.22,5.44,10.1,97.24,95.03,12.04,163.52
245,H,24.5,14.24,5.46,10.13,95.94,95.49,11.63,164.62
246,H,24.6,14.21,5.46,10.11,95.56,96.43,10.56,165.66
247,H,24.7,14.25,5.46,10.12,95.81,96.08,10.04,166.06
248,H,24.8,14.24,5.45,10.11,95.74,95.87,9.24,166.98
249,H,24.9,14.2,5.43,10.09,96.02,96.37,7.73,167.88
250,H,25.0,14.21,5.44,10.14,95.58,96.09,6.18,169.0
251,H,25.1,14.23,5.47,10.19,93.73,95.38,6.19,169.48
252,H,25.2,14.21,5.48,10.25,93.0,96.31,5.2,170.24
253,H,25.3,14.19,5.5,10.22,92.84,97.23,4.91,170.61
254,H,25.4,14.24,5.5,10.22,92.43,96.91,3.66,171.19
255,H,25.5,14.23,5.5,10.2,93.06,97.38,2.11,171.48
256,H,25.6,14.19,5.49,10.18,93.27,96.82,3.0,171.66
257,H,25.7,14.22,5.48,10.23,91.99,96.11,4.79,171.81
258,H,25.8,14.23,5.44,10.26,91.34,96.54,4.96,172.16
259,H,25.9,14.15,5.38,10.16,91.15,97.64,5.48,171.76
260,H,26.0,14.14,5.33,10.1,91.24,97.45,6.88,170.65
261,H,26.1,14.15,5.29,10.02,92.17,97.24,8.45,169.2
262,H,26.2,14.09,5.28,9.96,93.26,96.83,10.02,168.18
263,H,26.3,14.12,5.3,10.02,93.91,96.12,11.46,166.97
264,H,26.4,14.18,5.34,10.09,94.86,94.24,11.45,166.67
265,H,26.5,14.21,5.38,10.12,95.64,94.14,11.7,166.54
266,H,26.6,14.18,5.41,10.12,95.6,94.58,12.81,165.38
267,H,26.7,14.24,5.45,10.1,95.5,95.17,13.36,164.87
268,H,26.8,14.23,5.48,10.12,95.44,94.81,13.42,164.97
269,H,26.9,14.21,5.5,10.18,94.97,94.58,13.13,165.29
270,H,27.0,14.21,5.51,10.26,95.24,93.12,12.04,166.08
271,H,27.1,14.19,5.5,10.3,95.37,91.82,10.09,167.63
272,H,27.2,14.12,5.47,10.28,94.6,92.2,9.05,168.25
273,H,27.3,14.11,5.45,10.23,94.41,93.28,6.93,169.45
274,H,27.4,14.15,5.44,10.23,94.15,93.26,5.79,170.4
275,H,27.5,14.16,5.44,10.17,94.53,95.21,4.79,171.38
276,H,27.6,14.19,5.44,10.13,95.14,96.48,2.84,171.98
277,H,27.7,14.26,5.45,10.13,95.66,96.06,3.2,172.19
278,H,27.8,14.28,5.44,10.06,97.19,96.39,4.34,171.9
279,H,27.9,14.27,5.42,10.0,98.49,96.67,4.91,170.83
280,H,28.0,14.31,5.41,10.02,97.96,96.7,6.16,169.67
281,H,28.1,14.3,5.4,10.01,97.43,96.92,7.3,168.92
282,H,28.2,14.24,5.39,10.0,96.86,97.44,8.64,167.49
283,H,28.3,14.21,5.39,10.0,96.28,97.61,9.25,167.2
284,H,28.4,14.22,5.4,10.05,95.72,96.17,9.3,167.5
285,H,28.5,14.16,5.42,10.11,95.72,94.71,8.68,167.78
286,H,28.6,14.13,5.46,10.16,95.03,93.93,9.53,166.79
287,H,28.7,14.18,5.52,10.34,93.89,92.36,9.93,166.64
288,H,28.8,14.19,5.57,10.38,93.92,92.6,9.73,166.68
289,H,28.9,14.16,5.6,10.4,93.37,93.39,9.63,166.89
290,H,29.0,14.21,5.62,10.41,93.13,94.16,8.39,167.42
291,H,29.1,14.25,5.63,10.35,93.98,95.34,8.39,166.76
292,H,29.2,14.23,5.63,10.25,95.18,96.56,8.52,166.69
293,H,29.3,14.28,5.65,10.33,94.91,96.66,8.24,167.07
294,H,29.4,14.35,5.66,10.32,94.97,96.96,7.05,167.92
295,H,29.5,14.33,5.64,10.27,95.32,98.44,6.07,168.89
296,H,29.6,14.29,5.58,10.11,95.45,100.49,5.95,168.7
297,H,29.7,14.29,5.51,10.05,94.54,101.25,6.01,168.06
298,H,29.8,14.24,5.43,9.96,94.48,101.64,5.74,167.88
299,H,29.9,14.17,5.38,9.98,93.59,101.3,5.71,167.61
300,H,30.0,14.19,5.35,10.04,92.27,100.36,5.4,167.46
301,H,30.1,14.14,5.31,10.05,91.68,99.74,4.53,167.39
302,H,30.2,14.06,5.29,9.99,92.01,99.98,3.51,167.4
303,H,30.3,14.07,5.29,9.91,92.23,100.7,3.93,167.27
304,H,30.4,14.12,5.32,9.96,92.67,100.83,4.43,167.6
305,H,30.5,14.16,5.4,9.98,93.05,100.93,4.55,167.37
306,H,30.6,14.23,5.5,10.12,93.5,100.37,3.87,166.58
307,H,30.7,14.33,5.6,10.27,93.14,99.9,3.84,166.23
308,H,30.8,14.38,5.66,10.27,93.72,100.58,5.12,165.66
309,H,30.9,14.36,5.68,10.2,95.07,101.55,6.71,164.28
310,H,31.0,14.35,5.67,10.12,95.67,101.61,7.71,163.68
311,H,31.1,14.29,5.64,10.09,95.32,101.19,7.57,164.07
312,H,31.2,14.25,5.61,10.16,94.9,100.08,8.56,164.32
313,H,31.3,14.22,5.58,10.25,93.45,98.7,7.58,165.16
314,H,31.4,14.21,5.54,10.29,91.97,98.11,7.06,165.25
315,H,31.5,14.13,5.48,10.19,92.05,98.75,8.39,164.46
316,H,31.6,14.1,5.43,10.08,92.21,99.37,8.36,164.93
317,H,31.7,14.11,5.39,10.01,91.53,100.09,7.65,165.34
318,H,31.8,14.11,5.37,10.02,91.64,100.64,7.26,165.66
319,H,31.9,14.14,5.37,10.02,91.76,100.13,6.28,166.22
320,H,32.0,14.21,5.37,10.09,91.91,99.99,4.94,167.29
321,H,32.1,14.22,5.36,9.95,93.02,101.65,4.05,167.84
322,H,32.2,14.17,5.34,9.89,94.11,102.65,2.08,168.82
323,H,32.3,14.22,5.37,9.89,94.53,103.29,0.78,169.8
324,H,32.4,14.3,5.45,10.02,94.1,102.64,1.23,170.2
325,H,32.5,14.31,5.54,10.11,94.04,101.26,2.88,169.08
326,H,32.6,14.34,5.62,10.26,93.05,99.91,4.53,167.69
327,H,32.7,14.36,5.66,10.33,92.68,98.26,6.41,166.23
328,H,32.8,14.27,5.65,10.32,93.05,97.35,6.39,165.96
329,H,32.9,14.21,5.63,10.31,93.58,96.73,6.4,166.41
330,H,33.0,14.18,5.59,10.32,92.97,95.35,6.42,167.01
331,H,33.1,14.14,5.55,10.3,93.16,94.34,5.99,167.28
332,H,33.2,14.07,5.51,10.29,93.21,93.74,5.36,167.61
333,H,33.3,14.12,5.49,10.3,93.62,93.37,5.89,167.31
334,H,33.4,14.13,5.48,10.29,94.35,94.52,6.08,167.44
335,H,33.5,14.17,5.47,10.12,96.73,96.33,4.97,168.05
336,H,33.6,14.22,5.47,9.98,98.42,97.87,3.94,167.82
337,H,33.7,14.31,5.48,9.95,99.31,98.73,3.03,167.78
338,H,33.8,14.32,5.49,9.97,99.85,98.69,3.4,168.61
339,H,33.9,14.37,5.49,10.02,99.69,98.23,3.52,169.69
340,H,34.0,14.39,5.47,10.02,99.25,97.95,3.03,169.87
341,H,34.1,14.35,5.41,9.93,99.86,97.93,2.77,169.95
342,H,34.2,14.26,5.33,9.77,100.8,98.31,1.9,169.19
343,H,34.3,14.22,5.29,9.77,100.83,97.63,2.32,168.35
344,H,34.4,14.19,5.3,9.83,100.39,95.79,2.94,167.67
345,H,34.5,14.12,5.32,9.97,99.64,94.12,2.6,166.2
346,H,34.6,14.15,5.38,10.08,98.69,92.68,2.64,165.89
347,H,34.7,14.17,5.44,10.22,97.63,91.03,2.98,166.24
348,H,34.8,14.16,5.5,10.22,98.82,90.68,2.58,166.26
349,H,34.9,14.17,5.57,10.28,99.36,90.52,3.38,166.47
350,H,35.0,14.24,5.65,10.34,99.47,90.32,3.74,166.75
351,H,35.1,14.27,5.71,10.41,100.54,90.16,2.92,166.9
352,H,35.2,14.31,5.75,10.41,100.86,90.25,1.9,166.57
353,H,35.3,14.35,5.76,10.44,100.74,90.53,1.94,166.29
354,H,35.4,14.35,5.73,10.35,101.9,91.66,0.99,166.11
355,H,35.5,14.3,5.67,10.2,102.84,93.09,2.37,166.43
356,H,35.6,14.27,5.6,10.09,103.27,94.2,2.7,166.78
357,H,35.7,14.26,5.54,10.05,103.0,94.16,2.76,167.33
358,H,35.8,14.21,5.48,10.05,102.14,94.09,2.77,168.11
359,H,35.9,14.19,5.43,10.07,100.72,94.09,4.66,168.01
360,H,36.0,14.16,5.37,10.02,100.08,93.96,5.58,167.75
361,H,36.1,14.1,5.31,9.98,99.32,94.35,5.97,167.49
362,H,36.2,14.09,5.3,9.94,99.05,94.22,6.54,167.33
363,H,36.3,14.12,5.32,9.96,97.96,94.46,6.0,166.82
364,H,36.4,14.14,5.36,9.96,98.32,95.25,6.25,166.21
365,H,36.5,14.2,5.43,10.05,98.31,94.97,5.35,166.61
366,H,36.6,14.26,5.5,10.14,98.04,94.86,2.99,167.68
367,H,36.7,14.3,5.57,10.23,97.72,95.89,1.47,168.7
368,H,36.8,14.32,5.63,10.22,98.15,96.25,1.07,169.17
369,H,36.9,14.36,5.66,10.24,97.91,96.56,1.43,169.28
370,H,37.0,14.34,5.66,10.25,97.89,96.42,1.7,168.92
371,H,37.1,14.31,5.64,10.25,97.42,95.8,0.94,168.51
372,H,37.2,14.29,5.59,10.27,96.78,94.79,3.59,167.34
373,H,37.3,14.22,5.52,10.23,96.35,93.83,4.45,166.75
374,H,37.4,14.17,5.45,10.19,96.16,93.58,4.07,166.92
375,H,37.5,14.14,5.4,10.14,95.75,93.5,3.84,167.05
376,H,37.6,14.14,5.36,10.07,96.39,93.45,6.12,166.92
377,H,37.7,14.12,5.34,10.06,96.72,94.31,8.26,167.06
378,H,37.8,14.12,5.34,10.01,96.73,96.03,8.06,167.18
379,H,37.9,14.15,5.33,9.98,97.19,96.83,6.89,166.8
380,H,38.0,14.19,5.35,9.92,97.7,97.61,6.14,166.56
381,H,38.1,14.21,5.39,9.93,98.17,98.7,5.54,166.38
382,H,38.2,14.24,5.44,9.97,98.05,98.47,4.27,166.43
383,H,38.3,14.27,5.51,10.06,97.94,98.25,4.78,165.9
384,H,38.4,14.29,5.58,10.13,97.6,98.49,3.44,166.68
385,H,38.5,14.31,5.64,10.18,97.22,98.79,3.62,167.27
