,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
7248,H,724.8,14.19,5.46,10.21,95.61,94.27,4.45,167.56
7249,H,724.9,14.18,5.5,10.21,96.06,94.19,2.29,166.4
7250,H,725.0,14.17,5.52,10.22,96.92,93.62,1.55,165.32
7251,H,725.1,14.19,5.56,10.21,98.44,93.46,0.4,165.11
7252,H,725.2,14.23,5.6,10.25,99.08,93.66,1.18,164.41
7253,H,725.3,14.27,5.66,10.22,100.13,94.44,1.71,164.15
7254,H,725.4,14.32,5.69,10.24,100.49,95.22,1.59,164.02
7255,H,725.5,14.37,5.7,10.19,100.74,96.76,2.92,163.66
7256,H,725.6,14.37,5.68,10.14,101.06,97.66,4.04,163.17
7257,H,725.7,14.34,5.64,10.02,101.91,97.55,3.8,162.33
7258,H,725.8,14.34,5.58,10.03,102.67,96.81,4.84,161.98
7259,H,725.9,14.27,5.51,9.96,102.63,96.08,5.1,161.75
7260,H,726.0,14.21,5.43,9.95,102.47,95.78,4.79,161.95
7261,H,726.1,14.15,5.37,9.91,101.54,95.94,4.07,161.84
7262,H,726.2,14.1,5.33,9.88,100.4,96.14,5.3,162.06
7263,H,726.3,14.09,5.32,9.88,99.93,96.85,4.42,162.93
7264,H,726.4,14.12,5.37,9.94,99.47,96.62,3.56,163.55
7265,H,726.5,14.18,5.47,10.12,97.92,95.63,4.33,163.63
7266,H,726.6,14.23,5.56,10.19,98.05,95.24,3.82,164.42
7267,H,726.7,14.28,5.63,10.26,97.98,95.06,3.33,165.14
7268,H,726.8,14.3,5.66,10.25,97.68,95.41,2.31,166.16
7269,H,726.9,14.31,5.66,10.28,97.4,96.27,0.63,166.34
7270,H,727.0,14.27,5.65,10.23,96.39,96.5,1.01,166.9
7271,H,727.1,14.29,5.63,10.31,94.54,96.22,1.01,168.2
7272,H,727.2,14.28,5.6,10.31,94.53,96.48,0.86,168.88
7273,H,727.3,14.23,5.54,10.23,94.05,96.63,1.17,168.94
7274,H,727.4,14.21,5.48,10.16,94.2,96.86,1.69,170.05
7275,H,727.5,14.22,5.42,10.1,94.0,97.34,3.27,170.44
7276,H,727.6,14.16,5.36,10.01,93.66,97.77,3.32,171.16
7277,H,727.7,14.14,5.31,10.02,92.84,97.68,5.25,171.78
7278,H,727.8,14.15,5.26,10.03,92.43,97.37,5.18,172.56
7279,H,727.9,14.13,5.23,10.04,92.02,97.08,5.24,173.22
7280,H,728.0,14.11,5.21,9.96,92.57,97.42,5.0,173.7
7281,H,728.1,14.13,5.22,9.96,92.54,97.43,4.62,173.31
7282,H,728.2,14.14,5.27,10.0,92.76,97.09,4.08,174.03
7283,H,728.3,14.15,5.34,10.07,92.9,97.08,3.85,174.68
7284,H,728.4,14.19,5.42,10.17,92.23,96.51,2.33,176.0
7285,H,728.5,14.25,5.49,10.32,91.52,95.71,2.02,176.63
7286,H,728.6,14.23,5.53,10.34,91.72,95.1,2.05,176.86
7287,H,728.7,14.24,5.56,10.41,90.5,94.23,1.95,177.19
7288,H,728.8,14.28,5.58,10.48,90.44,93.46,3.03,176.38
7289,H,728.9,14.23,5.58,10.48,90.35,92.82,2.76,176.8
7290,H,729.0,14.23,5.58,10.52,89.93,92.06,1.64,178.6
7291,H,729.1,14.24,5.58,10.52,90.14,91.78,2.04,179.32
7292,H,729.2,14.22,5.56,10.49,90.46,91.49,2.62,178.82
7293,H,729.3,14.19,5.52,10.46,90.77,91.26,2.6,177.6
7294,H,729.4,14.17,5.47,10.35,91.44,91.29,3.07,176.91
7295,H,729.5,14.18,5.42,10.32,92.37,91.25,2.75,177.15
7296,H,729.6,14.14,5.37,10.23,93.66,91.04,1.85,177.0
7297,H,729.7,14.16,5.32,10.14,94.95,91.48,1.34,177.05
7298,H,729.8,14.15,5.27,10.09,95.5,91.95,1.73,176.43
7299,H,729.9,14.13,5.22,9.95,96.86,92.96,2.03,175.8
7300,H,730.0,14.15,5.19,9.9,97.45,93.81,2.22,175.25
7301,H,730.1,14.22,5.2,9.9,97.27,93.29,2.38,174.53
7302,H,730.2,14.22,5.24,10.0,97.0,92.81,2.12,173.59
7303,H,730.3,14.22,5.28,10.02,96.62,92.7,2.85,173.78
7304,H,730.4,14.22,5.32,10.11,96.24,92.4,4.1,173.06
7305,H,730.5,14.21,5.36,10.07,96.47,93.44,2.87,171.82
7306,H,730.6,14.15,5.4,10.11,96.32,93.56,1.78,170.72
7307,H,730.7,14.17,5.46,10.16,95.7,93.91,1.29,169.76
7308,H,730.8,14.18,5.52,10.27,94.17,94.29,1.46,169.45
7309,H,730.9,14.19,5.58,10.34,94.43,94.16,1.97,169.19
7310,H,731.0,14.22,5.64,10.41,94.8,94.28,2.92,168.71
7311,H,731.1,14.26,5.67,10.36,94.82,95.81,2.07,167.87
7312,H,731.2,14.28,5.69,10.36,95.76,96.84,1.84,167.22
7313,H,731.3,14.28,5.69,10.2,96.89,98.64,2.18,166.92
7314,H,731.4,14.31,5.67,10.23,96.54,99.01,2.66,166.47
7315,H,731.5,14.3,5.63,10.15,97.05,99.74,3.49,165.98
7316,H,731.6,14.26,5.55,10.13,97.34,99.95,3.67,165.37
7317,H,731.7,14.2,5.46,9.95,97.45,100.24,2.5,164.36
7318,H,731.8,14.2,5.38,9.93,97.48,100.54,2.58,163.93
7319,H,731.9,14.18,5.35,9.81,98.15,100.93,2.44,164.35
7320,H,732.0,14.19,5.36,9.91,97.82,100.22,2.33,164.4
7321,H,732.1,14.24,5.39,9.93,96.97,100.42,1.1,163.93
7322,H,732.2,14.23,5.41,9.93,96.09,100.47,1.53,163.07
7323,H,732.3,14.24,5.44,9.98,95.74,100.55,0.55,162.68
7324,H,732.4,14.28,5.49,10.05,94.59,99.77,0.48,162.72
7325,H,732.5,14.3,5.52,10.16,93.54,99.01,0.69,162.95
7326,H,732.6,14.25,5.54,10.21,93.02,98.32,0.52,162.8
7327,H,732.7,14.24,5.54,10.26,92.58,97.63,0.34,162.9
7328,H,732.8,14.23,5.54,10.24,92.07,97.54,0.31,163.42
7329,H,732.9,14.23,5.55,10.23,92.16,98.5,0.85,163.95
7330,H,733.0,14.26,5.58,10.2,92.69,98.96,1.33,164.86
7331,H,733.1,14.31,5.59,10.25,92.61,99.15,2.27,165.43
7332,H,733.2,14.3,5.58,10.22,93.11,100.07,2.09,165.85
7333,H,733.3,14.26,5.54,10.12,94.76,100.13,3.04,165.61
7334,H,733.4,14.26,5.48,10.07,95.9,99.63,3.7,165.85
7335,H,733.5,14.19,5.42,9.96,96.95,99.57,4.59,166.99
7336,H,733.6,14.13,5.37,9.88,97.32,100.15,4.42,167.91
7337,H,733.7,14.1,5.35,9.9,97.21,99.78,5.05,168.05
7338,H,733.8,14.12,5.37,9.94,97.01,99.82,5.46,168.72
7339,H,733.9,14.1,5.42,10.0,96.91,100.04,5.92,169.48
7340,H,734.0,14.16,5.5,10.09,97.04,99.2,5.74,169.38
7341,H,734.1,14.23,5.58,10.16,97.48,97.68,5.34,169.98
7342,H,734.2,14.26,5.66,10.23,97.46,97.46,4.03,170.68
7343,H,734.3,14.3,5.71,10.36,97.11,96.28,3.85,171.07
7344,H,734.4,14.33,5.73,10.36,96.55,95.51,3.19,171.36
7345,H,734.5,14.34,5.72,10.47,95.49,94.61,1.67,171.61
7346,H,734.6,14.29,5.68,10.4,94.93,93.86,0.17,172.46
7347,H,734.7,14.26,5.62,10.42,95.0,92.35,0.97,173.72
7348,H,734.8,14.24,5.54,10.36,94.88,91.28,1.28,174.28
7349,H,734.9,14.16,5.45,10.3,94.65,90.24,0.16,174.26
7350,H,735.0,14.16,5.35,10.23,94.85,89.22,0.35,174.88
7351,H,735.1,14.17,5.26,10.21,93.66,88.35,2.21,174.84
7352,H,735.2,14.16,5.17,10.12,93.4,88.74,3.87,175.23
7353,H,735.3,14.12,5.08,10.02,93.48,89.15,4.89,175.81
7354,H,735.4,14.12,5.01,9.92,93.57,89.59,4.13,176.91
7355,H,735.5,14.1,4.97,9.9,93.66,89.39,4.35,177.27
7356,H,735.6,14.07,4.95,9.86,94.4,89.66,3.67,178.1
7357,H,735.7,14.04,4.95,9.84,94.49,89.3,2.77,178.22
7358,H,735.8,14.06,4.99,9.91,94.21,88.98,2.06,177.93
7359,H,735.9,14.04,5.07,9.96,93.17,90.16,0.63,178.84
7360,H,736.0,14.08,5.17,10.1,91.69,91.38,0.77,178.73
7361,H,736.1,14.12,5.28,10.21,90.61,92.15,1.86,178.18
7362,H,736.2,14.15,5.38,10.26,89.98,92.6,2.53,177.35
7363,H,736.3,14.19,5.49,10.45,89.25,92.43,1.85,176.63
7364,H,736.4,14.23,5.6,10.51,89.22,92.23,2.96,175.97
7365,H,736.5,14.31,5.67,10.66,88.69,92.55,3.2,175.66
7366,H,736.6,14.3,5.72,10.66,88.47,93.92,2.64,174.87
7367,H,736.7,14.31,5.76,10.64,88.39,95.65,1.65,175.37
7368,H,736.8,14.28,5.77,10.57,88.46,97.53,1.16,175.79
7369,H,736.9,14.29,5.77,10.53,89.19,99.12,1.02,175.2
7370,H,737.0,14.28,5.77,10.48,90.57,99.7,1.4,175.26
7371,H,737.1,14.31,5.74,10.4,92.04,100.13,2.1,174.54
7372,H,737.2,14.28,5.69,10.3,93.25,100.71,2.43,173.6
7373,H,737.3,14.25,5.62,10.18,93.99,101.85,2.5,172.79
7374,H,737.4,14.22,5.56,10.11,94.03,102.43,4.24,172.0
7375,H,737.5,14.23,5.5,10.05,94.09,102.89,5.06,171.58
7376,H,737.6,14.2,5.44,10.02,94.27,102.35,5.5,171.7
7377,H,737.7,14.15,5.39,9.97,95.19,101.2,5.75,170.84
7378,H,737.8,14.17,5.37,9.96,95.95,100.04,6.0,170.62
7379,H,737.9,14.13,5.38,10.0,96.15,98.67,5.75,169.83
7380,H,738.0,14.15,5.41,10.05,96.12,98.38,5.34,169.06
7381,H,738.1,14.17,5.45,10.07,96.13,97.88,3.89,167.73
7382,H,738.2,14.22,5.51,10.16,95.84,97.23,2.55,166.42
7383,H,738.3,14.21,5.56,10.18,95.33,97.59,1.49,165.19
7384,H,738.4,14.25,5.6,10.26,94.98,96.52,1.46,164.22
7385,H,738.5,14.29,5.64,10.31,96.1,94.69,0.52,163.68
7386,H,738.6,14.3,5.66,10.33,96.97,94.23,0.82,163.3
7387,H,738.7,14.3,5.65,10.3,97.55,93.5,2.19,162.77
7388,H,738.8,14.33,5.63,10.32,97.5,92.97,2.41,162.28
7389,H,738.9,14.3,5.58,10.17,98.16,94.0,1.88,161.63
7390,H,739.0,14.27,5.51,10.14,98.25,94.09,1.37,161.02
7391,H,739.1,14.25,5.43,10.03,98.64,93.73,1.93,160.31
7392,H,739.2,14.22,5.36,9.98,99.43,93.44,1.72,160.47
7393,H,739.3,14.21,5.31,9.94,100.84,92.81,2.12,160.98
7394,H,739.4,14.18,5.26,9.85,101.95,92.8,2.99,162.1
7395,H,739.5,14.19,5.24,9.83,102.37,93.48,2.94,162.84
7396,H,739.6,14.16,5.25,9.79,102.02,94.45,2.66,163.46
7397,H,739.7,14.21,5.29,9.86,101.18,95.43,2.59,164.18
7398,H,739.8,14.23,5.38,9.91,100.78,96.42,3.3,164.83
7399,H,739.9,14.25,5.49,10.06,100.37,95.93,3.64,164.97
7400,H,740.0,14.26,5.57,10.09,100.72,95.57,2.96,165.11
7401,H,740.1,14.28,5.64,10.21,100.89,95.22,2.54,165.38
7402,H,740.2,14.25,5.7,10.24,101.25,93.77,3.23,166.29
7403,H,740.3,14.24,5.74,10.34,101.24,93.46,3.8,167.73
7404,H,740.4,14.25,5.77,10.4,99.71,93.56,3.9,168.83
7405,H,740.5,14.23,5.79,10.45,98.43,93.21,3.26,169.96
7406,H,740.6,14.24,5.78,10.48,98.18,93.15,2.97,170.34
7407,H,740.7,14.26,5.76,10.5,97.13,92.78,2.85,170.69
7408,H,740.8,14.27,5.73,10.46,96.99,92.64,2.89,171.54
7409,H,740.9,14.24,5.68,10.37,97.38,92.61,3.13,172.47
7410,H,741.0,14.28,5.61,10.37,96.76,92.55,3.24,173.34
7411,H,741.1,14.26,5.51,10.24,96.0,92.98,3.32,174.0
7412,H,741.2,14.21,5.4,10.13,95.03,94.31,2.75,175.12
7413,H,741.3,14.19,5.28,10.06,93.82,94.48,2.83,176.14
7414,H,741.4,14.15,5.16,10.01,92.39,94.97,2.42,177.31
7415,H,741.5,14.09,5.06,9.9,91.79,95.38,2.24,177.46
7416,H,741.6,14.05,5.0,9.82,91.22,94.22,1.76,177.67
7417,H,741.7,14.06,4.96,9.91,90.17,92.99,2.35,177.05
7418,H,741.8,14.01,4.95,9.88,89.07,93.13,2.38,177.59
7419,H,741.9,14.02,4.97,9.97,88.1,91.86,2.34,178.0
7420,H,742.0,14.03,5.01,10.07,86.65,90.68,2.06,178.83
7421,H,742.1,14.06,5.05,10.14,85.97,90.31,2.55,179.39
7422,H,742.2,14.07,5.1,10.15,86.16,90.25,2.64,179.71
7423,H,742.3,14.12,5.16,10.25,87.05,89.24,1.87,178.81
7424,H,742.4,14.17,5.22,10.28,88.66,88.93,1.22,178.16
7425,H,742.5,14.16,5.27,10.23,90.93,89.11,0.58,178.19
7426,H,742.6,14.19,5.31,10.21,92.76,89.96,1.19,178.39
7427,H,742.7,14.2,5.34,10.16,95.08,90.09,1.53,178.46
7428,H,742.8,14.18,5.36,10.15,96.28,90.6,1.74,179.49
7429,H,742.9,14.17,5.38,10.12,96.83,90.96,0.95,178.87
7430,H,743.0,14.23,5.42,10.23,97.83,90.46,0.62,178.22
7431,H,743.1,14.2,5.46,10.2,98.85,90.98,2.77,178.37
7432,H,743.2,14.21,5.5,10.19,99.36,92.19,3.96,178.3
7433,H,743.3,14.24,5.53,10.19,100.36,92.82,5.15,178.34
7434,H,743.4,14.25,5.56,10.14,101.25,94.2,5.59,178.31
7435,H,743.5,14.23,5.58,10.1,101.68,95.46,5.3,178.28
7436,H,743.6,14.23,5.59,10.11,101.55,96.39,4.67,177.88
7437,H,743.7,14.22,5.6,10.14,101.47,96.3,3.65,177.93
7438,H,743.8,14.17,5.61,10.12,101.5,96.16,4.03,176.85
7439,H,743.9,14.19,5.63,10.2,100.67,96.52,3.22,177.0
7440,H,744.0,14.22,5.67,10.24,100.06,96.55,2.54,176.48
7441,H,744.1,14.22,5.69,10.26,99.52,96.67,2.08,176.03
7442,H,744.2,14.21,5.7,10.23,98.99,97.17,2.83,175.59
7443,H,744.3,14.28,5.71,10.3,97.84,96.76,4.05,174.89
7444,H,744.4,14.3,5.71,10.39,96.56,95.43,4.64,174.96
7445,H,744.5,14.27,5.69,10.39,95.88,94.52,4.44,174.86
7446,H,744.6,14.31,5.64,10.46,94.89,93.42,4.01,174.69
7447,H,744.7,14.27,5.56,10.38,93.97,92.72,4.71,174.05
7448,H,744.8,14.21,5.46,10.27,94.29,92.91,3.28,174.04
7449,H,744.9,14.16,5.35,10.12,93.65,93.35,3.01,173.15
7450,H,745.0,14.13,5.25,10.07,93.05,92.78,2.75,172.8
7451,H,745.1,14.1,5.16,10.0,93.53,92.19,3.45,172.44
7452,H,745.2,14.12,5.1,9.97,92.78,91.62,3.58,171.83
7453,H,745.3,14.15,5.07,10.02,91.51,91.05,3.23,171.64
7454,H,745.4,14.18,5.05,10.01,91.62,91.53,2.92,171.68
7455,H,745.5,14.16,5.05,9.97,91.01,92.87,2.51,172.25
7456,H,745.6,14.18,5.06,9.94,89.83,94.3,3.34,172.16
7457,H,745.7,14.15,5.1,9.91,89.09,96.23,2.41,171.86
7458,H,745.8,14.14,5.16,9.99,88.66,96.86,3.4,171.76
7459,H,745.9,14.17,5.26,10.12,87.96,96.75,2.43,172.27
7460,H,746.0,14.19,5.37,10.25,88.34,96.99,2.27,171.87
7461,H,746.1,14.16,5.46,10.3,89.3,97.17,1.79,171.76
7462,H,746.2,14.19,5.55,10.29,90.4,98.77,1.39,172.17
7463,H,746.3,14.25,5.65,10.3,91.58,100.95,1.5,172.87
7464,H,746.4,14.25,5.75,10.28,92.87,102.88,2.79,173.38
7465,H,746.5,14.32,5.83,10.32,94.2,103.78,2.61,173.19
7466,H,746.6,14.39,5.9,10.37,95.39,103.45,4.27,172.25
7467,H,746.7,14.41,5.92,10.39,96.98,103.01,4.6,172.07
7468,H,746.8,14.37,5.9,10.29,99.32,102.97,4.97,171.68
7469,H,746.9,14.33,5.84,10.21,99.91,103.2,5.12,171.18
7470,H,747.0,14.27,5.74,10.08,100.2,103.53,5.74,171.1
7471,H,747.1,14.18,5.64,9.99,100.83,103.52,5.23,171.76
7472,H,747.2,14.13,5.59,10.04,98.85,101.66,6.1,171.23
7473,H,747.3,14.16,5.56,10.14,97.81,99.28,7.16,170.65
7474,H,747.4,14.14,5.54,10.17,97.74,97.48,6.63,170.44
7475,H,747.5,14.14,5.51,10.14,98.12,95.34,7.15,169.39
7476,H,747.6,14.2,5.49,10.14,98.11,94.53,6.75,169.22
7477,H,747.7,14.2,5.48,10.18,96.56,93.9,6.48,168.89
7478,H,747.8,14.23,5.47,10.23,94.54,94.18,5.62,169.1
7479,H,747.9,14.27,5.44,10.23,93.11,94.17,5.65,168.78
7480,H,748.0,14.27,5.4,10.23,91.49,93.84,5.17,168.59
7481,H,748.1,14.23,5.33,10.17,91.87,93.51,4.52,169.4
7482,H,748.2,14.22,5.26,10.08,92.52,92.91,3.96,170.3
7483,H,748.3,14.18,5.19,10.05,92.87,91.82,3.5,170.96
7484,H,748.4,14.15,5.14,9.99,93.44,92.07,3.64,170.62
7485,H,748.5,14.15,5.13,10.01,92.6,91.86,1.79,170.46
7486,H,748.6,14.19,5.14,10.03,91.44,92.17,0.55,170.22
7487,H,748.7,14.15,5.13,10.02,91.53,93.14,1.36,170.56
7488,H,748.8,14.11,5.14,9.98,92.27,93.63,2.12,170.68
7489,H,748.9,14.11,5.17,10.04,92.98,92.21,3.88,171.19
7490,H,749.0,14.1,5.22,10.06,94.9,91.51,5.37,171.88
7491,H,749.1,14.11,5.3,10.1,97.14,91.2,5.99,172.06
7492,H,749.2,14.16,5.39,10.16,98.58,90.95,6.45,171.42
7493,H,749.3,14.2,5.49,10.18,99.73,92.21,5.88,171.86
7494,H,749.4,14.23,5.58,10.1,101.32,94.59,5.13,172.39
7495,H,749.5,14.29,5.67,10.16,101.99,95.63,5.05,172.25
7496,H,749.6,14.35,5.76,10.21,103.04,96.28,6.07,171.34
7497,H,749.7,14.37,5.83,10.28,104.06,96.17,5.2,171.96
7498,H,749.8,14.4,5.88,10.32,104.89,95.47,5.56,171.64
7499,H,749.9,14.39,5.89,10.32,105.16,95.62,5.92,171.71
7500,H,750.0,14.36,5.86,10.24,104.94,96.56,6.23,172.09
7501,H,750.1,14.32,5.8,10.24,103.69,97.08,6.11,172.3
7502,H,750.2,14.24,5.74,10.14,102.63,97.55,5.62,173.1
7503,H,750.3,14.19,5.67,10.19,101.41,96.77,7.05,172.76
7504,H,750.4,14.15,5.62,10.25,99.97,95.03,7.45,172.5
7505,H,750.5,14.12,5.55,10.22,98.83,93.98,7.18,173.03
7506,H,750.6,14.08,5.47,10.2,97.4,93.42,7.15,173.3
7507,H,750.7,14.1,5.4,10.13,96.13,93.49,6.88,173.25
7508,H,750.8,14.12,5.35,10.08,95.07,94.26,4.57,174.08
7509,H,750.9,14.15,5.32,10.08,94.03,94.18,3.46,174.41
7510,H,751.0,14.18,5.29,10.1,93.33,93.62,3.29,174.4
7511,H,751.1,14.19,5.24,10.07,93.73,92.92,2.54,174.85
7512,H,751.2,14.2,5.19,10.1,94.09,91.13,2.04,175.55
7513,H,751.3,14.19,5.16,10.04,94.53,89.9,2.52,175.88
7514,H,751.4,14.18,5.15,10.05,94.35,89.3,2.73,176.01
7515,H,751.5,14.18,5.14,10.04,93.71,88.77,2.3,175.71
7516,H,751.6,14.17,5.14,10.06,92.92,88.25,2.72,175.59
7517,H,751.7,14.13,5.15,10.14,92.53,87.42,2.29,175.81
7518,H,751.8,14.1,5.15,10.15,92.37,86.67,3.68,175.41
7519,H,751.9,14.11,5.16,10.15,92.96,86.11,4.93,174.42
7520,H,752.0,14.09,5.16,10.16,93.78,86.17,4.52,175.15
7521,H,752.1,14.08,5.16,10.11,94.52,87.05,5.61,174.33
7522,H,752.2,14.09,5.2,10.12,93.88,89.0,6.64,173.52
7523,H,752.3,14.13,5.24,10.12,93.69,91.59,7.18,173.22
7524,H,752.4,14.12,5.28,10.04,93.63,95.23,6.98,173.94
7525,H,752.5,14.16,5.32,10.01,93.2,98.3,7.53,172.96
7526,H,752.6,14.17,5.39,10.01,93.28,100.03,7.24,173.09
7527,H,752.7,14.19,5.49,10.04,93.17,101.28,7.29,172.94
7528,H,752.8,14.25,5.61,10.25,91.98,102.24,7.48,172.79
7529,H,752.9,14.28,5.73,10.3,91.2,103.35,8.36,172.06
7530,H,753.0,14.32,5.81,10.37,90.35,105.44,6.62,174.41
7531,H,753.1,14.31,5.85,10.39,89.93,106.84,5.33,175.83
7532,H,753.2,14.31,5.87,10.35,89.9,107.69,5.03,175.4
7533,H,753.3,14.3,5.88,10.38,90.2,107.68,4.96,175.0
7534,H,753.4,14.3,5.86,10.37,91.06,106.68,3.89,175.98
7535,H,753.5,14.28,5.83,10.37,91.91,105.7,4.33,175.86
7536,H,753.6,14.27,5.78,10.32,92.61,104.92,3.83,176.37
7537,H,753.7,14.21,5.69,10.22,92.89,104.61,3.76,176.31
7538,H,753.8,14.19,5.6,10.08,93.63,104.78,3.55,175.95
7539,H,753.9,14.17,5.53,10.05,93.68,103.79,3.67,175.27
7540,H,754.0,14.17,5.49,10.08,93.67,101.34,4.61,174.28
7541,H,754.1,14.17,5.45,10.14,93.77,99.38,5.42,173.47
7542,H,754.2,14.17,5.41,10.13,93.94,96.93,6.8,172.28
7543,H,754.3,14.16,5.36,10.09,93.71,95.62,7.3,171.3
7544,H,754.4,14.15,5.31,10.09,93.47,95.55,6.91,171.01
7545,H,754.5,14.14,5.28,10.09,92.11,94.69,6.4,171.07
7546,H,754.6,14.16,5.26,10.1,91.01,94.23,6.6,170.58
7547,H,754.7,14.14,5.25,10.11,90.3,94.23,6.87,170.41
7548,H,754.8,14.17,5.24,10.16,89.88,92.78,7.65,169.63
7549,H,754.9,14.17,5.25,10.18,90.09,92.0,7.42,169.91
7550,H,755.0,14.19,5.25,10.13,91.12,91.47,7.25,170.19
7551,H,755.1,14.19,5.27,10.13,91.66,91.7,6.3,170.73
7552,H,755.2,14.22,5.29,10.14,92.07,91.77,5.45,171.16
7553,H,755.3,14.22,5.32,10.19,92.73,92.02,5.58,171.53
7554,H,755.4,14.21,5.34,10.15,93.33,91.89,6.46,171.43
7555,H,755.5,14.2,5.34,10.21,94.32,91.61,6.67,171.47
7556,H,755.6,14.16,5.31,10.09,96.37,91.18,5.84,172.17
7557,H,755.7,14.12,5.3,10.09,98.3,90.53,5.54,172.39
7558,H,755.8,14.1,5.32,10.06,100.37,89.77,4.85,172.8
7559,H,755.9,14.09,5.35,10.0,101.89,89.95,5.7,172.94
7560,H,756.0,14.1,5.39,10.06,102.49,90.34,5.76,173.27
7561,H,756.1,14.13,5.45,10.06,103.05,91.06,5.38,173.74
7562,H,756.2,14.18,5.5,10.11,103.29,92.05,3.69,174.1
7563,H,756.3,14.2,5.57,10.09,104.39,92.51,3.23,173.67
7564,H,756.4,14.27,5.64,10.17,104.76,92.17,3.14,173.58
7565,H,756.5,14.32,5.7,10.23,104.85,92.19,3.81,172.93
7566,H,756.6,14.34,5.73,10.29,103.91,92.84,4.2,172.32
7567,H,756.7,14.33,5.74,10.26,102.49,93.66,5.28,171.33
7568,H,756.8,14.33,5.71,10.29,100.54,94.75,6.53,170.12
7569,H,756.9,14.26,5.65,10.24,98.46,95.8,7.89,168.67
7570,H,757.0,14.19,5.57,10.18,96.32,96.12,8.42,167.84
7571,H,757.1,14.17,5.48,10.17,95.66,95.7,8.25,167.09
7572,H,757.2,14.12,5.4,10.12,93.83,95.01,8.98,165.76
7573,H,757.3,14.1,5.34,10.12,92.77,94.62,9.43,165.06
7574,H,757.4,14.1,5.3,10.11,91.41,95.25,9.26,165.12
7575,H,757.5,14.14,5.27,10.08,90.81,95.64,9.7,164.67
7576,H,757.6,14.14,5.24,10.02,90.8,96.83,9.07,164.82
7577,H,757.7,14.17,5.23,9.94,91.32,97.79,9.03,164.3
7578,H,757.8,14.19,5.23,9.94,91.91,98.03,8.84,163.98
7579,H,757.9,14.22,5.27,9.96,92.58,97.34,7.97,164.43
7580,H,758.0,14.23,5.32,10.02,93.46,97.25,6.37,164.96
7581,H,758.1,14.25,5.37,10.02,94.93,97.33,5.21,164.95
7582,H,758.2,14.23,5.42,10.01,95.72,98.02,2.83,165.26
7583,H,758.3,14.22,5.47,10.0,96.53,99.48,1.56,164.73
7584,H,758.4,14.22,5.55,10.08,96.55,100.01,0.71,164.46
7585,H,758.5,14.23,5.62,10.19,96.1,99.9,0.61,164.74
7586,H,758.6,14.25,5.69,10.27,96.11,99.97,3.78,164.71
7587,H,758.7,14.24,5.76,10.3,96.36,99.42,5.22,163.93
7588,H,758.8,14.26,5.8,10.36,96.69,98.98,6.65,163.33
7589,H,758.9,14.25,5.81,10.33,96.85,99.66,7.44,162.51
7590,H,759.0,14.25,5.8,10.31,96.5,100.57,6.98,162.13
7591,H,759.1,14.26,5.78,10.25,95.4,101.75,8.0,162.06
7592,H,759.2,14.25,5.74,10.24,94.65,102.44,8.4,162.19
7593,H,759.3,14.22,5.67,10.14,94.45,103.51,7.84,162.7
7594,H,759.4,14.21,5.57,10.07,94.58,103.53,7.99,163.67
7595,H,759.5,14.19,5.49,9.99,94.82,102.69,7.0,164.09
7596,H,759.6,14.16,5.41,9.93,95.42,102.1,6.64,164.19
7597,H,759.7,14.21,5.38,9.96,94.15,101.02,7.96,164.08
7598,H,759.8,14.25,5.37,10.03,92.85,100.12,7.33,164.8
7599,H,759.9,14.23,5.35,9.99,92.44,100.19,6.21,165.42
7600,H,760.0,14.2,5.33,9.99,92.19,99.09,6.85,165.98
7601,H,760.1,14.23,5.33,10.08,91.56,97.41,5.86,166.9
7602,H,760.2,14.19,5.32,10.05,92.41,95.98,4.83,167.6
7603,H,760.3,14.17,5.33,10.13,93.18,94.33,3.94,168.35
7604,H,760.4,14.17,5.34,10.16,93.82,92.6,2.95,168.96
7605,H,760.5,14.18,5.37,10.18,94.42,92.59,0.97,169.48
7606,H,760.6,14.14,5.4,10.16,95.52,93.14,1.8,169.95
7607,H,760.7,14.2,5.45,10.17,96.19,94.03,1.13,170.84
7608,H,760.8,14.26,5.51,10.19,97.28,94.79,0.67,171.67
7609,H,760.9,14.24,5.55,10.15,98.2,95.42,0.99,172.24
7610,H,761.0,14.29,5.59,10.17,99.16,95.44,2.44,172.57
7611,H,761.1,14.34,5.63,10.24,99.13,95.29,4.03,172.72
7612,H,761.2,14.29,5.63,10.25,98.94,95.56,6.02,172.3
7613,H,761.3,14.27,5.61,10.2,98.55,96.56,7.03,172.4
7614,H,761.4,14.23,5.57,10.15,98.25,96.82,7.58,172.04
7615,H,761.5,14.16,5.52,10.08,98.02,97.31,8.59,171.36
7616,H,761.6,14.12,5.48,10.08,97.33,97.44,8.82,170.86
7617,H,761.7,14.1,5.46,10.13,96.26,96.39,8.71,170.79
7618,H,761.8,14.08,5.44,10.11,95.94,96.13,9.94,169.79
7619,H,761.9,14.06,5.43,10.15,95.49,95.34,10.63,168.95
7620,H,762.0,14.08,5.42,10.14,95.57,94.25,9.91,169.75
7621,H,762.1,14.14,5.43,10.18,95.93,93.08,10.77,168.97
7622,H,762.2,14.15,5.44,10.18,96.46,92.33,10.46,169.39
7623,H,762.3,14.17,5.45,10.17,97.06,91.02,10.3,169.61
