,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
7173,N,717.3,6.91,5.42,6.78,76.86,86.04,1.45,39.65
7174,N,717.4,6.92,5.42,6.8,78.33,85.77,2.92,39.89
7175,N,717.5,6.94,5.43,6.76,81.09,85.29,3.97,40.41
7176,N,717.6,6.96,5.44,6.93,81.78,85.38,5.12,41.25
7177,N,717.7,7.0,5.48,6.97,82.77,85.12,6.27,41.57
7178,N,717.8,7.06,5.54,7.15,82.71,86.03,8.42,42.06
7179,N,717.9,7.13,5.6,7.21,81.22,86.97,9.09,42.22
7180,N,718.0,7.16,5.62,7.29,79.95,87.19,9.48,42.58
7181,N,718.1,7.13,5.56,7.22,80.19,86.67,9.61,42.91
7182,N,718.2,7.06,5.47,7.06,78.9,86.65,8.79,42.45
7183,N,718.3,7.03,5.4,7.02,77.67,86.47,8.23,42.82
7184,N,718.4,7.0,5.35,6.98,76.49,86.92,7.85,44.0
7185,N,718.5,6.96,5.3,7.04,75.58,87.6,8.15,44.35
7186,N,718.6,6.93,5.27,6.91,74.24,86.93,7.0,43.25
7187,N,718.7,6.95,5.29,6.97,75.03,85.6,7.7,43.17
7188,N,718.8,7.01,5.36,6.99,75.45,84.86,7.15,42.26
7189,N,718.9,7.05,5.43,7.1,76.1,82.92,7.53,42.39
7190,N,719.0,7.06,5.45,7.12,76.43,81.57,7.53,42.53
7191,N,719.1,7.04,5.45,7.08,76.76,81.81,7.34,42.36
7192,N,719.2,7.0,5.45,7.14,75.97,81.98,7.15,42.29
7193,N,719.3,7.0,5.47,7.14,75.96,82.14,7.41,42.21
7194,N,719.4,7.01,5.51,7.17,76.36,81.6,6.73,42.05
7195,N,719.5,7.03,5.56,7.09,76.1,80.95,4.82,41.37
7196,N,719.6,7.03,5.58,7.11,75.36,80.78,3.34,40.81
7197,N,719.7,7.02,5.59,7.12,74.81,81.43,3.41,39.9
7198,N,719.8,7.04,5.64,7.16,73.6,82.37,2.97,39.83
7199,N,719.9,7.04,5.66,7.2,72.69,83.39,2.78,39.88
7200,N,720.0,7.01,5.65,7.14,72.79,83.36,2.35,39.07
7201,N,720.1,6.98,5.64,7.1,73.25,83.03,1.61,38.61
7202,N,720.2,6.94,5.64,7.19,74.07,82.6,2.7,38.31
7203,N,720.3,6.95,5.68,7.1,74.61,81.96,2.38,37.75
7204,N,720.4,6.98,5.71,7.1,74.2,82.99,3.58,36.91
7205,N,720.5,6.98,5.71,7.14,73.37,84.26,3.71,37.03
7206,N,720.6,6.98,5.71,7.12,73.36,84.93,4.56,37.09
7207,N,720.7,6.99,5.72,7.17,73.27,84.67,3.77,37.15
7208,N,720.8,7.03,5.73,7.16,74.02,85.33,4.21,38.01
7209,N,720.9,7.04,5.71,7.26,73.67,85.84,4.72,39.26
7210,N,721.0,7.06,5.68,7.16,72.74,87.26,2.96,39.11
7211,N,721.1,7.08,5.66,7.14,72.07,88.03,2.18,39.43
7212,N,721.2,7.1,5.66,7.22,71.57,88.63,2.7,40.06
7213,N,721.3,7.12,5.66,7.2,71.5,89.56,2.71,40.01
7214,N,721.4,7.12,5.64,7.2,72.9,89.59,3.25,40.46
7215,N,721.5,7.1,5.6,7.14,74.02,88.41,3.83,40.97
7216,N,721.6,7.08,5.54,7.06,75.3,87.96,5.09,41.4
7217,N,721.7,7.02,5.48,7.03,76.16,87.6,6.19,41.66
7218,N,721.8,7.03,5.44,7.05,76.08,88.23,6.81,42.26
7219,N,721.9,7.05,5.42,7.1,75.19,88.4,7.12,42.16
7220,N,722.0,7.03,5.4,7.08,75.57,87.7,8.43,42.7
7221,N,722.1,7.04,5.39,6.99,76.54,86.97,8.18,42.45
7222,N,722.2,7.06,5.38,7.03,76.07,86.85,8.16,42.83
7223,N,722.3,7.05,5.35,7.01,75.68,86.32,8.27,43.39
7224,N,722.4,7.0,5.31,7.01,75.34,86.32,7.14,44.13
7225,N,722.5,7.03,5.31,7.0,73.62,86.91,7.31,44.08
7226,N,722.6,7.01,5.31,7.03,72.85,87.2,6.9,44.52
7227,N,722.7,7.02,5.34,7.09,74.3,86.84,7.67,44.55
7228,N,722.8,7.04,5.4,7.13,74.94,85.77,8.86,44.15
7229,N,722.9,7.08,5.45,7.15,75.89,84.63,8.88,43.36
7230,N,723.0,7.04,5.48,7.17,77.57,83.61,9.22,42.63
7231,N,723.1,7.04,5.5,7.13,78.32,83.56,9.82,42.29
7232,N,723.2,7.02,5.49,7.09,77.93,82.55,9.06,41.55
7233,N,723.3,7.0,5.5,7.09,79.21,81.56,8.41,41.46
7234,N,723.4,6.95,5.48,7.09,80.05,81.22,7.59,41.23
7235,N,723.5,6.91,5.45,6.95,79.58,81.19,5.22,40.18
7236,N,723.6,6.93,5.47,6.94,79.29,80.45,4.03,39.77
7237,N,723.7,6.94,5.5,6.96,78.8,80.51,3.1,40.26
7238,N,723.8,6.94,5.49,6.92,77.62,80.9,2.31,39.73
7239,N,723.9,6.95,5.5,6.99,76.38,81.71,2.08,40.01
7240,N,724.0,6.97,5.52,6.96,76.54,82.12,1.81,40.23
7241,N,724.1,7.02,5.57,6.98,76.45,82.36,2.23,40.68
7242,N,724.2,7.08,5.63,7.1,75.62,83.03,1.9,40.85
7243,N,724.3,7.13,5.69,7.18,75.57,82.44,2.12,40.84
7244,N,724.4,7.14,5.72,7.27,76.02,82.68,2.8,40.73
7245,N,724.5,7.14,5.72,7.26,75.56,83.01,2.9,40.53
7246,N,724.6,7.15,5.72,7.37,74.31,83.25,4.74,40.67
7247,N,724.7,7.15,5.72,7.35,73.81,84.19,5.57,40.92
7248,N,724.8,7.11,5.68,7.38,73.48,85.25,5.96,41.13
7249,N,724.9,7.07,5.61,7.21,72.16,84.45,6.96,40.4
7250,N,725.0,7.04,5.57,7.21,70.54,85.11,6.17,39.75
7251,N,725.1,7.01,5.55,7.15,69.64,85.9,4.46,39.86
7252,N,725.2,7.0,5.53,7.16,68.35,86.63,4.73,40.26
7253,N,725.3,7.0,5.53,7.13,67.49,87.01,3.82,39.62
7254,N,725.4,6.97,5.53,7.0,68.69,87.25,1.48,39.43
7255,N,725.5,6.96,5.53,7.08,69.87,87.35,2.64,39.81
7256,N,725.6,6.99,5.58,7.13,70.44,86.67,3.39,40.0
7257,N,725.7,7.03,5.67,7.2,72.2,86.06,5.13,39.72
7258,N,725.8,7.03,5.68,7.17,74.19,85.97,5.67,39.67
7259,N,725.9,6.98,5.63,7.14,75.0,85.28,5.67,39.41
7260,N,726.0,6.93,5.58,7.11,75.93,84.94,6.18,38.71
7261,N,726.1,6.95,5.6,7.1,77.25,86.01,7.65,38.9
7262,N,726.2,6.96,5.61,7.06,77.47,85.89,7.1,39.54
7263,N,726.3,6.95,5.56,7.04,77.45,84.68,6.28,39.41
7264,N,726.4,6.91,5.51,7.06,77.68,84.99,5.9,40.01
7265,N,726.5,6.91,5.49,6.98,77.18,85.15,4.68,39.91
7266,N,726.6,6.93,5.49,6.98,76.43,84.99,4.38,40.29
7267,N,726.7,6.96,5.48,7.04,76.01,85.07,5.57,40.55
7268,N,726.8,6.95,5.46,6.93,76.84,84.7,5.44,40.55
7269,N,726.9,6.94,5.42,6.9,77.4,84.29,5.12,40.75
7270,N,727.0,6.94,5.41,6.98,77.55,83.31,6.25,41.39
7271,N,727.1,6.99,5.44,6.97,79.07,83.47,6.69,41.71
7272,N,727.2,7.03,5.48,7.04,79.75,83.62,6.47,42.5
7273,N,727.3,7.09,5.51,7.09,79.45,82.64,7.44,42.97
7274,N,727.4,7.12,5.53,7.11,80.28,81.84,6.58,42.86
7275,N,727.5,7.17,5.55,7.11,80.35,82.0,4.99,43.18
7276,N,727.6,7.2,5.56,7.22,79.8,81.49,4.62,43.95
7277,N,727.7,7.21,5.54,7.21,79.8,82.36,4.53,44.46
7278,N,727.8,7.16,5.49,7.09,79.84,83.26,4.68,43.78
7279,N,727.9,7.1,5.42,6.99,78.9,83.9,4.33,43.84
7280,N,728.0,7.07,5.36,6.99,77.86,84.07,4.74,43.98
7281,N,728.1,7.02,5.35,6.99,77.14,85.01,4.39,43.2
7282,N,728.2,7.04,5.38,6.94,77.1,84.85,4.65,42.28
7283,N,728.3,7.06,5.41,7.02,76.11,84.89,4.58,42.49
7284,N,728.4,7.05,5.43,7.03,75.65,85.04,3.35,42.04
7285,N,728.5,7.05,5.45,7.06,76.05,85.55,3.97,41.83
7286,N,728.6,7.07,5.5,7.15,75.56,85.13,4.7,41.97
7287,N,728.7,7.1,5.55,7.14,74.51,85.5,5.52,42.28
7288,N,728.8,7.02,5.51,7.2,74.55,85.66,7.69,41.85
7289,N,728.9,6.99,5.49,7.08,74.33,85.85,7.12,40.94
7290,N,729.0,7.01,5.52,7.04,73.46,86.05,6.2,40.57
7291,N,729.1,6.99,5.52,7.07,72.97,86.94,6.24,40.48
7292,N,729.2,6.97,5.51,7.11,72.38,87.25,6.52,40.0
7293,N,729.3,7.0,5.55,7.13,70.89,87.49,5.61,39.81
7294,N,729.4,7.02,5.6,7.15,70.07,87.72,4.9,40.12
7295,N,729.5,6.98,5.59,7.2,70.77,87.61,5.1,40.2
7296,N,729.6,6.94,5.58,7.13,71.32,87.34,5.3,39.68
7297,N,729.7,6.97,5.61,7.14,71.67,87.55,5.08,39.26
7298,N,729.8,6.97,5.64,7.14,72.74,86.88,4.27,38.96
7299,N,729.9,6.97,5.67,7.13,73.26,85.85,4.96,38.04
7300,N,730.0,6.95,5.67,7.12,73.35,85.22,5.98,37.19
7301,N,730.1,6.95,5.68,7.17,74.39,85.01,6.75,37.39
7302,N,730.2,6.96,5.69,7.14,76.08,84.48,5.15,37.73
7303,N,730.3,6.93,5.65,7.07,77.02,83.79,4.08,37.75
7304,N,730.4,6.94,5.63,7.06,77.47,83.43,3.38,38.53
7305,N,730.5,7.01,5.66,7.05,77.19,83.38,2.17,39.08
7306,N,730.6,7.06,5.67,7.09,76.33,83.47,0.67,39.25
7307,N,730.7,7.06,5.64,7.06,75.42,83.86,0.41,39.15
7308,N,730.8,7.09,5.61,7.07,75.23,83.77,0.69,40.04
7309,N,730.9,7.12,5.6,7.12,76.06,83.91,0.34,41.47
7310,N,731.0,7.11,5.54,7.08,76.55,84.44,0.62,42.34
7311,N,731.1,7.11,5.48,7.04,77.0,84.39,1.22,42.74
7312,N,731.2,7.11,5.46,7.05,76.91,84.61,2.27,43.33
7313,N,731.3,7.15,5.49,7.23,76.01,85.04,3.62,44.4
7314,N,731.4,7.24,5.54,7.22,75.66,83.85,4.66,44.39
7315,N,731.5,7.24,5.53,7.2,76.17,83.15,5.35,44.2
7316,N,731.6,7.22,5.49,7.33,76.12,83.27,7.63,45.17
7317,N,731.7,7.22,5.47,7.27,75.84,83.3,8.36,45.18
7318,N,731.8,7.19,5.44,7.26,75.58,83.09,9.35,45.1
7319,N,731.9,7.15,5.41,7.21,75.53,84.21,10.02,45.34
7320,N,732.0,7.11,5.39,7.26,73.98,85.1,10.95,45.04
7321,N,732.1,7.11,5.38,7.18,73.23,85.79,10.08,44.72
7322,N,732.2,7.08,5.39,7.16,73.55,85.28,8.5,44.19
7323,N,732.3,7.06,5.39,7.11,73.93,85.49,7.64,43.6
7324,N,732.4,7.02,5.38,7.02,73.76,85.97,7.01,42.71
7325,N,732.5,7.01,5.4,7.01,74.86,86.5,7.1,42.26
7326,N,732.6,6.98,5.42,6.99,74.74,87.1,6.95,41.75
7327,N,732.7,6.91,5.41,7.0,75.59,87.6,7.4,41.49
7328,N,732.8,6.89,5.41,6.96,77.04,87.64,8.03,40.26
7329,N,732.9,6.86,5.43,6.89,78.75,88.27,7.31,39.21
7330,N,733.0,6.88,5.5,6.9,79.45,88.57,6.89,38.61
7331,N,733.1,6.94,5.59,6.95,80.0,88.04,7.08,38.5
7332,N,733.2,6.96,5.64,7.05,79.66,87.12,6.03,38.32
7333,N,733.3,6.98,5.67,6.98,79.46,87.63,3.75,38.15
7334,N,733.4,6.95,5.65,7.09,78.63,87.43,3.72,38.76
7335,N,733.5,6.95,5.64,6.98,79.09,87.81,3.04,38.58
7336,N,733.6,6.97,5.66,7.05,78.49,87.55,3.56,38.63
7337,N,733.7,6.97,5.66,7.1,78.23,87.1,3.83,39.0
7338,N,733.8,6.94,5.62,7.11,77.58,86.25,4.62,38.42
7339,N,733.9,6.93,5.6,7.04,76.81,85.76,5.53,37.28
7340,N,734.0,6.96,5.61,7.03,75.86,85.02,4.78,37.99
7341,N,734.1,7.02,5.63,7.12,75.3,84.13,4.82,39.34
7342,N,734.2,7.01,5.6,7.1,75.15,83.57,4.54,39.39
7343,N,734.3,6.97,5.55,7.1,74.98,83.27,3.95,39.83
7344,N,734.4,6.99,5.57,7.14,74.47,82.84,4.28,40.46
7345,N,734.5,7.06,5.62,7.28,73.31,82.16,4.61,41.42
7346,N,734.6,7.09,5.65,7.28,72.28,82.73,4.97,41.58
7347,N,734.7,7.09,5.64,7.3,71.64,82.29,5.41,41.16
7348,N,734.8,7.06,5.6,7.25,70.94,82.26,4.99,40.88
7349,N,734.9,7.09,5.61,7.2,70.94,81.69,4.25,41.52
7350,N,735.0,7.11,5.62,7.31,70.65,81.36,4.52,42.19
7351,N,735.1,7.1,5.61,7.33,70.27,81.24,4.42,42.28
7352,N,735.2,7.08,5.6,7.25,70.69,81.39,3.93,42.01
7353,N,735.3,7.01,5.54,7.18,70.66,81.52,3.37,41.59
7354,N,735.4,6.98,5.5,7.2,71.11,81.7,3.77,41.39
7355,N,735.5,6.97,5.5,7.17,72.05,81.12,4.02,41.05
7356,N,735.6,6.97,5.51,7.07,72.62,81.83,4.54,40.4
7357,N,735.7,6.91,5.46,7.01,72.81,81.53,5.33,39.51
7358,N,735.8,6.84,5.42,6.99,73.48,81.16,6.42,39.18
7359,N,735.9,6.89,5.46,7.08,74.1,82.07,6.9,39.68
7360,N,736.0,6.95,5.52,7.12,74.25,83.95,7.04,40.39
7361,N,736.1,6.94,5.53,7.15,75.52,84.19,7.04,40.44
7362,N,736.2,6.94,5.51,7.07,76.71,85.26,6.43,40.08
7363,N,736.3,6.96,5.52,7.05,76.49,85.63,5.59,40.17
7364,N,736.4,6.99,5.55,7.1,76.29,85.74,5.42,40.71
7365,N,736.5,6.99,5.53,7.06,76.31,86.63,5.6,40.8
7366,N,736.6,6.97,5.51,6.99,76.41,88.11,6.05,40.39
7367,N,736.7,6.97,5.51,6.92,76.67,89.08,5.33,40.4
7368,N,736.8,6.97,5.5,6.95,78.13,89.24,5.53,40.82
7369,N,736.9,6.99,5.51,7.03,79.3,89.04,5.91,41.28
7370,N,737.0,7.04,5.57,7.02,79.98,88.71,6.44,41.15
7371,N,737.1,7.05,5.58,7.09,80.47,88.45,6.58,40.7
7372,N,737.2,7.06,5.57,6.95,80.95,88.55,5.19,39.94
7373,N,737.3,7.06,5.55,7.04,80.98,88.27,5.21,40.43
7374,N,737.4,7.04,5.53,7.0,81.34,87.73,5.97,40.42
7375,N,737.5,7.01,5.51,6.95,82.09,87.92,5.86,40.26
7376,N,737.6,6.96,5.47,6.92,81.62,88.26,5.73,40.4
7377,N,737.7,6.93,5.43,6.8,81.56,88.2,5.15,40.4
7378,N,737.8,6.92,5.41,6.91,80.94,87.6,4.29,40.82
7379,N,737.9,6.97,5.44,6.91,80.08,87.91,4.03,41.22
7380,N,738.0,7.06,5.53,7.07,79.18,87.43,4.03,41.44
7381,N,738.1,7.11,5.58,7.06,78.32,86.34,3.67,41.17
7382,N,738.2,7.12,5.59,7.14,77.54,85.25,3.78,41.7
7383,N,738.3,7.13,5.59,7.23,76.71,83.89,5.01,42.55
7384,N,738.4,7.14,5.58,7.25,75.27,83.16,4.62,43.01
7385,N,738.5,7.08,5.51,7.16,74.86,83.58,4.66,43.12
7386,N,738.6,6.99,5.41,7.07,73.47,83.77,5.82,42.6
7387,N,738.7,6.98,5.39,7.08,71.79,83.26,6.28,42.47
7388,N,738.8,6.98,5.39,7.07,70.78,81.95,7.1,42.48
7389,N,738.9,6.93,5.36,7.1,70.57,81.35,7.6,42.41
7390,N,739.0,6.93,5.36,7.14,69.28,81.08,7.45,41.92
7391,N,739.1,6.99,5.42,7.14,68.72,80.57,7.11,42.14
7392,N,739.2,7.04,5.49,7.29,68.82,81.86,7.63,43.14
7393,N,739.3,7.08,5.53,7.36,68.77,81.5,7.69,43.38
7394,N,739.4,7.07,5.58,7.42,69.16,80.95,8.28,42.59
7395,N,739.5,7.08,5.64,7.41,70.79,81.63,8.01,41.66
7396,N,739.6,7.08,5.68,7.35,72.31,81.47,7.68,40.84
7397,N,739.7,7.05,5.69,7.35,73.39,80.38,7.08,40.31
7398,N,739.8,7.02,5.67,7.22,74.62,81.92,5.94,39.62
7399,N,739.9,6.94,5.64,7.08,75.74,83.44,4.27,38.61
7400,N,740.0,6.93,5.62,6.97,76.0,83.84,2.35,38.15
7401,N,740.1,6.92,5.62,7.05,76.7,83.37,1.8,38.32
7402,N,740.2,6.91,5.62,7.0,77.8,83.7,0.54,38.15
7403,N,740.3,6.96,5.67,6.99,78.45,84.63,0.99,37.52
7404,N,740.4,6.99,5.7,6.98,78.61,84.97,1.11,36.98
7405,N,740.5,6.96,5.67,6.91,78.95,86.03,1.28,36.69
7406,N,740.6,6.97,5.65,6.97,78.43,87.43,1.89,37.28
7407,N,740.7,6.99,5.65,6.97,78.15,88.29,1.61,37.73
7408,N,740.8,7.0,5.64,6.99,78.2,88.38,1.17,38.33
7409,N,740.9,7.0,5.64,6.9,79.01,88.76,2.37,38.31
7410,N,741.0,7.03,5.64,7.06,78.83,88.48,4.97,39.36
7411,N,741.1,7.1,5.66,7.14,78.3,89.22,5.29,39.83
7412,N,741.2,7.12,5.66,7.12,77.62,89.83,4.2,40.23
7413,N,741.3,7.15,5.63,7.17,76.85,89.86,5.42,40.82
7414,N,741.4,7.19,5.65,7.28,75.16,89.5,6.46,41.68
7415,N,741.5,7.21,5.64,7.34,75.06,89.38,7.26,42.67
7416,N,741.6,7.16,5.56,7.28,75.59,88.44,7.94,43.47
7417,N,741.7,7.1,5.45,7.19,75.08,87.75,8.4,43.81
7418,N,741.8,7.06,5.38,7.07,73.69,87.91,7.92,43.71
7419,N,741.9,7.03,5.34,7.05,73.36,87.31,8.34,43.96
7420,N,742.0,7.01,5.3,7.04,73.11,86.24,8.22,43.79
7421,N,742.1,6.95,5.26,7.0,72.94,84.78,7.76,43.42
7422,N,742.2,6.94,5.26,6.91,74.54,83.52,7.91,43.16
7423,N,742.3,6.96,5.32,6.94,75.92,83.03,7.56,43.41
7424,N,742.4,7.03,5.4,7.13,75.41,82.77,8.29,43.75
7425,N,742.5,7.07,5.47,7.22,75.6,83.09,8.2,43.87
7426,N,742.6,7.08,5.51,7.24,75.28,83.74,8.04,43.1
7427,N,742.7,7.07,5.54,7.26,74.78,82.8,6.85,42.54
7428,N,742.8,7.06,5.56,7.27,75.12,82.15,6.59,42.01
7429,N,742.9,7.04,5.57,7.14,75.92,82.05,6.02,41.3
7430,N,743.0,6.99,5.55,7.08,76.45,82.18,4.64,40.82
7431,N,743.1,6.93,5.5,6.98,76.17,82.69,4.02,40.09
7432,N,743.2,6.86,5.45,6.92,75.8,83.28,3.06,39.88
7433,N,743.3,6.84,5.45,6.97,75.57,82.93,2.76,39.55
7434,N,743.4,6.91,5.53,7.03,75.53,82.38,3.67,39.15
7435,N,743.5,6.98,5.61,7.08,76.33,82.04,4.35,38.6
7436,N,743.6,7.0,5.64,7.08,76.68,81.18,3.84,38.72
7437,N,743.7,7.04,5.67,7.12,77.16,81.12,4.5,38.24
7438,N,743.8,7.08,5.72,7.26,76.2,81.96,3.41,38.86
7439,N,743.9,7.09,5.73,7.17,75.3,83.82,2.21,38.97
7440,N,744.0,7.06,5.68,7.21,75.07,83.97,1.97,39.86
7441,N,744.1,7.01,5.63,7.13,74.65,84.29,1.61,39.96
7442,N,744.2,7.05,5.65,7.09,74.81,84.32,1.34,40.4
7443,N,744.3,7.11,5.69,7.12,74.9,84.05,1.55,40.55
7444,N,744.4,7.15,5.72,7.19,74.22,84.18,1.11,40.88
7445,N,744.5,7.19,5.74,7.23,73.43,85.77,0.54,40.78
7446,N,744.6,7.21,5.76,7.29,72.98,86.4,1.73,40.39
7447,N,744.7,7.19,5.73,7.32,72.72,86.91,2.23,40.7
7448,N,744.8,7.14,5.66,7.26,73.44,87.57,2.78,41.08
7449,N,744.9,7.09,5.59,7.23,74.22,87.28,4.85,41.24
7450,N,745.0,7.03,5.51,7.06,74.95,86.79,5.04,41.15
7451,N,745.1,6.97,5.42,7.0,73.78,86.45,5.62,40.75
7452,N,745.2,6.94,5.38,6.96,72.98,86.82,6.89,40.31
7453,N,745.3,6.93,5.38,6.99,72.19,86.64,6.18,40.76
7454,N,745.4,6.98,5.4,7.02,72.54,87.37,6.5,41.29
7455,N,745.5,7.0,5.41,7.0,72.46,87.49,5.61,41.69
7456,N,745.6,7.0,5.42,7.07,74.16,85.98,5.85,42.55
7457,N,745.7,7.03,5.44,7.11,74.73,85.05,6.61,43.0
7458,N,745.8,7.08,5.46,7.14,74.67,85.78,6.62,43.62
7459,N,745.9,7.06,5.48,7.2,73.8,85.08,7.17,43.73
7460,N,746.0,7.06,5.46,7.15,74.01,84.74,8.02,43.24
7461,N,746.1,7.01,5.42,7.1,74.03,84.86,7.49,43.01
7462,N,746.2,6.97,5.39,6.99,75.63,83.92,7.01,42.62
7463,N,746.3,6.93,5.36,6.97,77.68,83.16,8.05,42.42
7464,N,746.4,6.88,5.35,6.89,78.65,82.96,7.79,42.09
7465,N,746.5,6.89,5.39,6.99,78.38,82.99,8.39,42.2
7466,N,746.6,6.93,5.45,7.08,77.77,82.71,8.93,42.06
7467,N,746.7,6.96,5.49,7.13,77.09,82.88,8.01,41.42
7468,N,746.8,6.95,5.5,7.06,77.47,83.45,6.48,40.41
7469,N,746.9,6.98,5.53,7.02,78.26,83.74,6.65,39.96
7470,N,747.0,6.99,5.55,7.07,78.55,82.62,5.9,39.88
7471,N,747.1,6.95,5.53,6.99,78.91,83.52,5.45,39.29
7472,N,747.2,6.92,5.52,6.89,78.86,84.62,4.5,38.99
7473,N,747.3,6.91,5.52,6.93,78.05,85.11,3.5,38.98
7474,N,747.4,6.93,5.54,6.99,77.65,85.89,2.38,39.83
7475,N,747.5,7.02,5.59,7.01,78.21,86.19,1.51,40.52
7476,N,747.6,7.08,5.66,7.03,78.73,84.7,1.69,40.4
7477,N,747.7,7.15,5.72,7.15,79.56,84.36,1.8,40.26
7478,N,747.8,7.2,5.76,7.22,79.43,84.28,1.75,40.37
7479,N,747.9,7.22,5.78,7.3,79.01,84.36,1.76,40.58
7480,N,748.0,7.22,5.76,7.28,78.04,84.78,2.32,40.5
7481,N,748.1,7.17,5.68,7.22,77.39,85.66,2.65,41.17
7482,N,748.2,7.1,5.56,7.09,77.15,86.46,2.2,41.2
7483,N,748.3,7.04,5.48,7.06,76.02,85.74,2.68,41.59
7484,N,748.4,7.04,5.42,7.01,73.95,85.21,3.01,41.73
7485,N,748.5,7.04,5.43,7.01,73.3,85.48,3.22,41.91
7486,N,748.6,7.08,5.46,7.12,71.78,85.44,4.83,42.27
7487,N,748.7,7.12,5.48,7.24,70.27,86.27,5.17,43.0
7488,N,748.8,7.17,5.5,7.27,70.42,86.79,5.28,43.13
7489,N,748.9,7.19,5.54,7.34,70.53,86.71,5.98,43.88
7490,N,749.0,7.24,5.59,7.39,70.54,86.78,7.16,44.06
7491,N,749.1,7.23,5.62,7.43,70.64,86.76,8.38,43.82
7492,N,749.2,7.2,5.61,7.41,70.67,85.63,8.96,43.3
7493,N,749.3,7.14,5.59,7.32,71.12,85.8,8.6,42.49
7494,N,749.4,7.05,5.54,7.12,71.8,86.76,7.53,40.95
7495,N,749.5,6.96,5.48,7.07,73.27,87.6,6.9,40.73
7496,N,749.6,6.88,5.45,6.96,74.77,87.45,6.23,40.33
7497,N,749.7,6.88,5.47,6.9,75.68,87.28,4.92,39.61
7498,N,749.8,6.84,5.49,6.92,76.39,86.2,5.28,38.89
7499,N,749.9,6.85,5.53,6.92,77.52,85.84,4.85,38.04
7500,N,750.0,6.88,5.57,7.03,78.02,85.68,4.56,37.83
7501,N,750.1,6.9,5.6,7.0,78.92,85.22,4.43,37.43
7502,N,750.2,6.95,5.65,7.03,80.5,84.53,5.15,37.06
7503,N,750.3,6.92,5.65,6.96,81.65,84.57,4.53,36.97
7504,N,750.4,6.87,5.6,6.94,82.59,83.85,4.85,37.03
7505,N,750.5,6.83,5.57,6.9,83.47,83.51,4.49,37.66
7506,N,750.6,6.87,5.57,6.85,82.78,83.86,3.87,38.23
7507,N,750.7,6.9,5.56,6.86,82.4,84.09,3.92,39.1
7508,N,750.8,6.9,5.54,6.85,82.1,83.96,3.74,39.22
7509,N,750.9,6.99,5.57,7.02,81.49,83.86,5.02,40.0
7510,N,751.0,7.07,5.6,7.04,80.38,83.8,4.91,40.47
7511,N,751.1,7.12,5.59,7.15,79.27,83.58,5.13,41.48
7512,N,751.2,7.14,5.55,7.16,77.81,83.95,5.15,42.41
7513,N,751.3,7.14,5.49,7.13,76.74,85.62,4.82,43.47
7514,N,751.4,7.13,5.42,7.11,75.68,85.71,4.94,44.35
7515,N,751.5,7.11,5.35,7.02,74.86,84.15,5.37,44.79
7516,N,751.6,7.05,5.28,7.05,73.76,84.03,6.62,44.85
7517,N,751.7,7.07,5.28,6.99,73.14,83.81,7.34,44.62
7518,N,751.8,7.1,5.33,7.04,73.03,83.29,8.11,44.6
7519,N,751.9,7.13,5.37,7.13,73.41,84.61,8.34,44.79
7520,N,752.0,7.17,5.42,7.25,73.47,85.48,8.16,44.96
7521,N,752.1,7.21,5.48,7.33,74.01,84.88,7.97,45.06
7522,N,752.2,7.21,5.54,7.38,74.32,84.56,7.92,44.97
7523,N,752.3,7.23,5.6,7.39,74.24,83.93,8.15,44.56
7524,N,752.4,7.23,5.62,7.33,73.87,83.13,6.65,43.44
7525,N,752.5,7.15,5.58,7.33,74.43,83.42,5.57,43.14
7526,N,752.6,7.05,5.51,7.11,74.59,84.55,3.81,41.74
7527,N,752.7,6.97,5.47,6.91,74.77,85.6,2.45,40.47
7528,N,752.8,6.91,5.46,6.9,75.15,85.71,2.72,39.69
7529,N,752.9,6.86,5.44,6.92,75.24,85.45,3.56,39.19
7530,N,753.0,6.83,5.45,6.87,76.04,85.02,3.15,38.7
7531,N,753.1,6.83,5.46,6.89,76.66,84.92,3.45,38.19
7532,N,753.2,6.83,5.48,6.87,76.77,85.71,3.83,37.86
7533,N,753.3,6.89,5.55,6.95,76.27,86.91,4.0,37.65
7534,N,753.4,6.97,5.65,7.08,75.65,86.93,5.26,37.55
7535,N,753.5,7.0,5.7,7.14,75.0,86.08,5.11,38.29
7536,N,753.6,7.0,5.71,7.21,75.17,86.14,4.51,38.47
7537,N,753.7,7.0,5.71,7.14,75.68,86.44,5.21,38.32
7538,N,753.8,7.0,5.7,7.16,76.16,86.69,6.08,39.0
7539,N,753.9,7.05,5.72,7.16,75.09,88.24,5.37,39.64
7540,N,754.0,7.09,5.73,7.25,74.11,89.3,5.48,40.17
7541,N,754.1,7.12,5.74,7.31,73.17,88.52,4.89,40.01
7542,N,754.2,7.15,5.74,7.3,73.14,87.32,4.71,39.78
7543,N,754.3,7.18,5.76,7.33,73.73,86.72,4.51,40.14
7544,N,754.4,7.2,5.77,7.3,74.7,86.31,4.63,40.96
7545,N,754.5,7.19,5.71,7.27,75.45,86.74,4.21,41.15
7546,N,754.6,7.11,5.62,7.21,75.85,86.85,4.36,41.23
7547,N,754.7,7.03,5.53,7.11,75.27,86.4,3.04,41.06
7548,N,754.8,7.02,5.49,7.06,74.87,85.83,3.26,40.56
