,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
1622,N,162.2,7.19,5.73,7.22,76.28,85.84,2.1,40.64
1623,N,162.3,7.18,5.73,7.14,74.85,85.46,1.65,40.13
1624,N,162.4,7.16,5.75,7.25,74.25,85.46,1.8,40.73
1625,N,162.5,7.1,5.74,7.24,74.43,84.41,1.96,40.63
1626,N,162.6,7.06,5.71,7.17,73.88,83.74,1.23,39.63
1627,N,162.7,6.98,5.69,7.09,73.15,82.63,2.96,38.49
1628,N,162.8,6.9,5.65,7.13,72.32,82.58,4.31,37.67
1629,N,162.9,6.89,5.64,7.08,71.84,81.85,3.79,36.85
1630,N,163.0,6.89,5.64,7.02,71.33,81.82,3.02,36.27
1631,N,163.1,6.87,5.62,7.13,71.47,81.59,5.04,36.42
1632,N,163.2,6.84,5.59,7.03,72.24,81.0,4.46,36.79
1633,N,163.3,6.88,5.6,7.14,73.14,80.08,3.65,37.39
1634,N,163.4,6.92,5.63,7.16,72.99,80.05,4.25,38.26
1635,N,163.5,6.95,5.65,7.25,72.97,80.29,3.94,39.73
1636,N,163.6,6.99,5.64,7.16,72.61,81.36,2.44,39.65
1637,N,163.7,7.0,5.63,7.16,72.09,81.83,3.33,39.88
1638,N,163.8,7.03,5.62,7.23,72.66,81.56,3.57,41.17
1639,N,163.9,7.07,5.6,7.18,73.06,81.94,3.67,41.39
1640,N,164.0,7.03,5.52,7.12,73.49,82.49,4.7,41.59
1641,N,164.1,7.01,5.46,7.1,74.2,83.79,5.14,42.37
1642,N,164.2,7.03,5.45,7.07,74.03,85.81,5.11,42.75
1643,N,164.3,7.06,5.43,7.09,73.31,86.39,5.7,43.36
1644,N,164.4,7.06,5.4,7.16,73.04,86.23,6.02,44.25
1645,N,164.5,7.06,5.4,7.1,72.98,87.35,6.49,43.55
1646,N,164.6,7.1,5.41,7.0,73.22,88.11,7.3,43.02
1647,N,164.7,7.06,5.36,7.02,73.42,88.57,8.54,43.27
1648,N,164.8,7.03,5.35,7.06,74.12,89.65,10.54,43.41
1649,N,164.9,7.04,5.38,7.05,74.14,91.32,10.86,42.98
1650,N,165.0,7.02,5.39,7.1,74.45,92.13,10.78,42.85
1651,N,165.1,7.05,5.42,7.15,75.04,91.38,10.77,42.45
1652,N,165.2,7.07,5.5,7.2,76.28,90.51,10.51,42.49
1653,N,165.3,7.12,5.57,7.21,77.08,90.46,9.11,42.23
1654,N,165.4,7.14,5.62,7.19,77.49,89.53,8.55,41.13
1655,N,165.5,7.11,5.64,7.12,77.67,89.83,7.3,40.51
1656,N,165.6,7.06,5.63,7.16,78.45,89.85,6.38,40.24
1657,N,165.7,7.02,5.62,7.11,78.84,89.1,6.22,39.68
1658,N,165.8,6.95,5.58,6.98,80.05,89.16,5.6,38.81
1659,N,165.9,6.85,5.53,6.87,81.74,89.43,4.77,38.27
1660,N,166.0,6.86,5.54,6.78,82.22,88.09,3.12,37.78
1661,N,166.1,6.89,5.57,6.84,80.29,86.67,1.77,38.0
1662,N,166.2,6.91,5.59,6.94,79.67,84.9,1.81,38.04
1663,N,166.3,6.94,5.62,6.92,79.15,83.42,0.69,37.97
1664,N,166.4,6.97,5.65,6.93,78.32,82.45,1.14,38.02
1665,N,166.5,6.98,5.64,6.99,78.45,81.82,1.07,38.63
1666,N,166.6,6.95,5.62,7.08,79.06,81.35,2.52,39.28
1667,N,166.7,6.93,5.6,7.03,77.85,81.19,2.86,39.43
1668,N,166.8,6.92,5.56,7.07,76.54,80.98,4.22,39.39
1669,N,166.9,6.9,5.54,7.08,75.71,80.69,5.53,39.34
1670,N,167.0,6.96,5.56,7.22,73.63,80.62,6.94,40.35
1671,N,167.1,7.01,5.56,7.25,71.63,80.58,7.76,40.78
1672,N,167.2,7.04,5.55,7.25,70.96,79.94,7.83,41.53
1673,N,167.3,7.08,5.56,7.29,69.98,79.97,7.77,42.16
1674,N,167.4,7.13,5.59,7.39,68.79,79.9,7.89,43.24
1675,N,167.5,7.16,5.6,7.55,68.96,80.06,8.07,44.46
1676,N,167.6,7.15,5.59,7.53,68.55,80.9,8.23,44.48
1677,N,167.7,7.15,5.55,7.38,68.69,81.57,7.81,43.66
1678,N,167.8,7.09,5.5,7.29,69.66,82.49,7.62,42.82
1679,N,167.9,7.06,5.47,7.21,71.3,82.72,7.95,42.61
1680,N,168.0,7.01,5.44,7.12,71.94,82.63,6.05,41.87
1681,N,168.1,6.97,5.41,7.0,73.07,82.92,5.67,41.13
1682,N,168.2,6.93,5.4,7.01,73.21,84.16,5.79,41.17
1683,N,168.3,6.95,5.46,6.94,74.63,85.16,4.06,40.7
1684,N,168.4,7.0,5.53,7.06,75.93,85.98,3.5,41.18
1685,N,168.5,7.01,5.57,7.02,77.71,86.53,2.64,40.63
1686,N,168.6,7.03,5.62,7.04,77.9,86.59,2.02,39.75
1687,N,168.7,7.04,5.66,7.09,78.86,86.78,2.5,39.28
1688,N,168.8,7.04,5.68,7.08,78.77,87.54,4.1,39.12
1689,N,168.9,7.03,5.66,7.05,78.47,88.51,4.32,38.5
1690,N,169.0,6.96,5.61,7.04,78.44,89.89,4.99,38.26
1691,N,169.1,6.91,5.55,6.92,79.13,91.31,5.91,38.22
1692,N,169.2,6.9,5.54,6.94,79.46,91.55,4.68,38.05
1693,N,169.3,6.93,5.56,6.92,80.41,90.92,5.37,38.49
1694,N,169.4,6.93,5.58,7.0,80.11,90.82,6.52,38.71
1695,N,169.5,7.0,5.62,6.95,79.24,90.69,4.53,38.34
1696,N,169.6,7.02,5.62,7.02,77.74,90.63,4.52,38.66
1697,N,169.7,7.0,5.59,7.1,76.75,91.19,5.56,39.5
1698,N,169.8,7.01,5.56,7.04,76.55,91.3,5.65,39.47
1699,N,169.9,7.03,5.55,6.97,76.47,90.57,5.2,40.29
1700,N,170.0,7.01,5.53,6.99,76.89,90.44,6.61,40.88
1701,N,170.1,6.98,5.48,6.95,76.91,89.46,5.93,40.79
1702,N,170.2,7.0,5.48,6.97,76.0,88.12,4.74,40.79
1703,N,170.3,7.04,5.5,7.08,75.38,87.1,3.91,41.71
1704,N,170.4,7.06,5.51,7.05,75.54,86.87,3.32,41.8
1705,N,170.5,7.07,5.5,7.03,75.78,86.31,3.83,41.76
1706,N,170.6,7.07,5.51,7.1,76.99,84.66,5.33,42.24
1707,N,170.7,7.07,5.5,7.12,77.44,82.4,4.85,42.6
1708,N,170.8,7.06,5.48,7.15,77.16,81.48,5.59,42.18
1709,N,170.9,7.08,5.5,7.18,76.53,81.39,5.89,41.81
1710,N,171.0,7.09,5.52,7.24,76.5,80.84,5.92,42.03
1711,N,171.1,7.09,5.51,7.08,75.95,80.3,3.71,41.55
1712,N,171.2,7.06,5.46,7.1,76.04,79.68,3.03,42.27
1713,N,171.3,7.04,5.46,7.08,75.37,79.23,1.34,42.55
1714,N,171.4,7.06,5.49,7.11,74.71,79.11,1.78,42.68
1715,N,171.5,7.06,5.5,7.08,73.81,79.22,1.18,42.9
1716,N,171.6,7.07,5.53,7.12,73.08,79.93,1.85,42.79
1717,N,171.7,7.06,5.54,7.2,72.31,81.12,3.87,42.27
1718,N,171.8,7.05,5.55,7.09,72.85,81.25,4.2,41.79
1719,N,171.9,7.04,5.57,7.14,73.29,81.28,4.78,40.66
1720,N,172.0,7.04,5.61,7.12,73.86,81.76,5.11,39.69
1721,N,172.1,7.04,5.64,7.24,74.22,81.61,5.49,40.46
1722,N,172.2,7.0,5.6,7.2,74.51,82.3,5.57,40.48
1723,N,172.3,6.95,5.54,7.11,74.62,83.1,5.07,39.95
1724,N,172.4,6.91,5.52,7.04,75.05,83.29,4.87,39.84
1725,N,172.5,6.95,5.56,7.06,75.68,84.23,6.12,39.48
1726,N,172.6,6.97,5.58,7.06,75.7,84.11,6.48,39.02
1727,N,172.7,6.93,5.57,7.09,75.26,84.37,6.35,38.97
1728,N,172.8,6.94,5.58,7.15,76.38,86.47,6.59,38.54
1729,N,172.9,6.98,5.63,7.04,77.16,88.59,5.63,37.9
1730,N,173.0,7.0,5.64,7.13,76.49,89.26,4.69,38.85
1731,N,173.1,7.01,5.63,7.12,76.56,89.54,3.79,39.8
1732,N,173.2,7.02,5.63,7.06,76.48,88.77,2.75,40.11
1733,N,173.3,7.03,5.64,7.01,75.6,87.89,1.55,39.81
1734,N,173.4,7.0,5.61,6.99,75.58,88.51,2.87,39.15
1735,N,173.5,7.0,5.59,7.03,76.43,89.23,4.77,39.42
1736,N,173.6,7.0,5.58,6.97,76.32,90.86,4.02,38.86
1737,N,173.7,6.95,5.52,6.9,76.52,91.99,4.52,38.19
1738,N,173.8,6.9,5.47,6.92,76.35,91.62,6.21,38.36
1739,N,173.9,6.92,5.48,6.96,74.99,90.51,5.83,39.16
1740,N,174.0,6.98,5.52,7.13,74.06,89.44,7.06,40.25
1741,N,174.1,7.02,5.53,7.12,73.2,88.7,6.52,40.99
1742,N,174.2,7.04,5.52,7.05,72.6,88.3,4.57,41.0
1743,N,174.3,7.06,5.52,7.11,72.24,87.34,4.37,41.52
1744,N,174.4,7.08,5.55,7.2,72.22,86.92,5.72,41.83
1745,N,174.5,7.1,5.58,7.28,72.41,86.44,6.68,41.83
1746,N,174.6,7.09,5.57,7.2,72.94,84.91,7.67,41.63
1747,N,174.7,7.01,5.49,7.25,73.77,83.99,9.02,42.09
1748,N,174.8,7.0,5.49,7.14,74.64,83.66,8.63,41.62
1749,N,174.9,7.06,5.54,7.22,74.41,82.5,8.25,42.19
1750,N,175.0,7.06,5.55,7.23,74.81,80.92,7.29,42.41
1751,N,175.1,7.02,5.54,7.24,74.65,79.3,5.98,41.74
1752,N,175.2,7.05,5.58,7.2,74.46,78.28,4.66,41.4
1753,N,175.3,7.05,5.6,7.2,75.17,78.17,3.83,41.57
1754,N,175.4,7.01,5.57,7.16,76.37,78.96,3.5,41.34
1755,N,175.5,6.96,5.53,7.02,76.56,79.92,3.07,40.79
1756,N,175.6,6.95,5.51,6.99,76.66,80.33,3.0,40.22
1757,N,175.7,6.92,5.51,6.96,76.26,81.12,2.83,39.57
1758,N,175.8,6.9,5.51,6.96,76.01,81.02,3.0,39.21
1759,N,175.9,6.95,5.58,7.12,76.33,80.45,3.66,39.16
1760,N,176.0,7.03,5.65,7.11,76.73,80.97,2.69,39.63
1761,N,176.1,7.07,5.68,7.11,77.26,82.22,2.05,39.72
1762,N,176.2,7.08,5.68,7.09,77.75,82.23,1.83,39.99
1763,N,176.3,7.09,5.68,7.23,77.81,82.76,2.53,40.9
1764,N,176.4,7.1,5.68,7.21,77.42,83.69,3.37,40.88
1765,N,176.5,7.05,5.61,7.23,76.6,84.44,5.9,40.36
1766,N,176.6,6.98,5.51,7.04,76.41,85.08,6.16,39.7
1767,N,176.7,7.0,5.47,6.93,76.21,86.45,6.26,39.61
1768,N,176.8,7.01,5.45,7.0,75.9,87.77,6.03,40.69
1769,N,176.9,7.0,5.42,7.06,75.37,88.9,6.86,41.56
1770,N,177.0,7.03,5.45,7.0,74.08,89.37,5.67,41.5
1771,N,177.1,7.05,5.47,7.06,73.43,90.09,4.24,42.17
1772,N,177.2,7.1,5.48,7.12,73.65,89.84,4.52,43.15
1773,N,177.3,7.14,5.52,7.14,72.99,89.96,5.27,43.06
1774,N,177.4,7.16,5.52,7.14,73.42,89.66,5.94,43.16
1775,N,177.5,7.11,5.46,7.08,73.87,89.58,5.94,43.29
1776,N,177.6,7.05,5.42,7.06,73.3,89.2,6.43,42.64
1777,N,177.7,7.06,5.46,7.11,73.06,89.31,8.35,42.35
1778,N,177.8,7.06,5.48,7.16,74.08,88.22,9.53,42.79
1779,N,177.9,7.03,5.48,7.11,74.75,87.92,9.78,42.03
1780,N,178.0,6.98,5.45,7.09,74.97,87.32,8.17,41.04
1781,N,178.1,6.98,5.47,7.1,74.72,86.3,7.73,41.12
1782,N,178.2,7.0,5.51,7.09,73.74,84.72,6.3,40.85
1783,N,178.3,7.02,5.53,7.14,72.67,83.65,5.57,41.02
1784,N,178.4,6.98,5.5,7.14,72.1,83.57,5.32,40.92
1785,N,178.5,6.92,5.48,7.05,72.3,82.94,4.27,40.03
1786,N,178.6,6.88,5.44,6.91,73.4,81.94,3.46,39.43
1787,N,178.7,6.85,5.42,7.01,74.9,82.15,4.8,39.62
1788,N,178.8,6.88,5.46,6.99,75.7,82.01,4.4,39.42
1789,N,178.9,6.93,5.53,7.09,75.96,81.46,4.72,39.35
1790,N,179.0,6.97,5.59,7.1,76.33,79.78,4.43,39.06
1791,N,179.1,7.04,5.65,7.18,76.18,78.26,3.63,39.72
1792,N,179.2,7.1,5.7,7.21,76.96,77.53,2.75,40.61
1793,N,179.3,7.18,5.75,7.28,77.57,77.68,2.32,41.85
1794,N,179.4,7.18,5.76,7.29,77.49,77.88,2.31,42.18
1795,N,179.5,7.15,5.73,7.25,78.01,78.2,1.89,42.13
1796,N,179.6,7.13,5.68,7.22,77.68,79.49,1.63,41.79
1797,N,179.7,7.09,5.65,7.17,77.07,80.47,2.72,40.85
1798,N,179.8,7.07,5.6,7.16,76.52,80.91,3.84,40.33
1799,N,179.9,7.05,5.55,7.03,76.17,82.11,3.63,40.37
1800,N,180.0,7.03,5.51,7.03,76.04,82.51,3.9,40.34
1801,N,180.1,6.97,5.46,6.93,75.84,82.65,3.05,39.76
1802,N,180.2,6.96,5.46,6.95,75.41,83.7,3.11,40.08
1803,N,180.3,7.0,5.52,7.11,75.16,83.69,3.96,40.99
1804,N,180.4,7.03,5.59,7.21,74.71,84.12,4.5,41.21
1805,N,180.5,7.05,5.59,7.15,75.15,86.03,5.02,40.63
1806,N,180.6,7.02,5.57,7.11,75.55,86.6,5.47,40.3
1807,N,180.7,7.01,5.57,7.13,75.16,87.46,7.06,40.28
1808,N,180.8,6.99,5.56,7.09,74.3,88.49,7.63,39.75
1809,N,180.9,6.97,5.52,7.03,73.08,89.09,8.32,39.59
1810,N,181.0,6.9,5.47,7.01,71.81,89.77,8.28,39.88
1811,N,181.1,6.84,5.42,6.97,72.12,90.62,7.91,40.2
1812,N,181.2,6.84,5.39,6.95,72.55,91.59,6.86,40.52
1813,N,181.3,6.88,5.44,6.91,72.71,91.61,5.98,40.53
1814,N,181.4,6.91,5.48,6.99,72.95,90.16,5.58,40.81
1815,N,181.5,6.91,5.47,6.97,73.32,89.01,6.24,40.46
1816,N,181.6,6.91,5.47,7.07,73.71,87.37,7.94,40.23
1817,N,181.7,6.91,5.46,6.99,74.23,87.15,8.6,40.0
1818,N,181.8,6.88,5.43,6.98,75.83,87.26,9.3,40.27
1819,N,181.9,6.84,5.38,6.89,77.09,86.94,9.08,40.07
1820,N,182.0,6.85,5.38,6.96,77.43,86.08,9.48,40.78
1821,N,182.1,6.88,5.41,7.07,77.29,85.23,9.58,41.39
1822,N,182.2,6.92,5.45,7.04,77.1,84.48,8.27,41.57
1823,N,182.3,6.99,5.49,7.07,76.13,84.06,6.74,41.55
1824,N,182.4,7.06,5.53,7.15,75.23,83.62,6.29,42.57
1825,N,182.5,7.08,5.53,7.22,74.59,83.88,6.57,43.09
1826,N,182.6,7.09,5.55,7.19,74.08,83.86,5.98,42.56
1827,N,182.7,7.14,5.58,7.18,73.03,83.23,5.55,42.21
1828,N,182.8,7.12,5.6,7.32,73.23,83.48,5.98,42.36
1829,N,182.9,7.11,5.6,7.27,73.39,83.86,5.83,41.75
1830,N,183.0,7.13,5.6,7.26,73.77,83.38,5.55,41.29
1831,N,183.1,7.11,5.62,7.25,74.45,83.22,5.16,41.21
1832,N,183.2,7.12,5.64,7.15,75.5,83.31,3.94,40.59
1833,N,183.3,7.11,5.64,7.18,75.39,82.29,3.5,40.09
1834,N,183.4,7.1,5.65,7.14,74.83,81.16,3.89,39.94
1835,N,183.5,7.06,5.65,7.12,75.22,81.0,3.66,39.73
1836,N,183.6,7.04,5.64,7.0,75.69,81.54,3.12,38.68
1837,N,183.7,7.03,5.64,7.05,75.39,81.83,2.63,38.87
1838,N,183.8,6.99,5.64,7.09,76.73,82.28,1.43,39.4
1839,N,183.9,7.01,5.66,7.03,77.38,82.04,1.21,38.44
1840,N,184.0,7.04,5.7,7.04,76.63,81.19,1.83,38.19
1841,N,184.1,7.03,5.7,7.14,76.39,80.92,2.39,39.11
1842,N,184.2,7.02,5.69,7.15,76.44,81.01,2.51,39.44
1843,N,184.3,7.04,5.68,7.11,76.21,80.74,3.61,39.13
1844,N,184.4,7.0,5.64,7.11,76.21,81.75,4.37,39.67
1845,N,184.5,6.97,5.6,7.15,76.72,81.9,6.05,40.4
1846,N,184.6,6.97,5.58,7.23,76.57,82.01,7.76,40.66
1847,N,184.7,6.98,5.57,7.2,75.71,82.46,9.27,40.3
1848,N,184.8,6.96,5.53,7.21,74.65,83.8,11.07,40.41
1849,N,184.9,6.96,5.48,7.24,73.2,84.48,10.89,41.05
1850,N,185.0,6.94,5.43,7.16,71.67,85.07,10.12,41.55
1851,N,185.1,6.95,5.37,7.09,69.8,85.66,9.53,41.84
1852,N,185.2,6.9,5.32,6.97,69.75,86.65,8.87,42.04
1853,N,185.3,6.88,5.28,6.96,70.23,86.95,8.42,42.31
1854,N,185.4,6.91,5.3,6.94,70.11,87.88,8.13,42.38
1855,N,185.5,6.93,5.33,6.96,71.92,88.31,7.39,42.85
1856,N,185.6,6.97,5.38,7.03,73.75,88.44,7.89,43.11
1857,N,185.7,7.0,5.42,6.95,74.68,88.55,7.12,42.0
1858,N,185.8,7.04,5.48,7.01,76.42,88.38,7.06,41.75
1859,N,185.9,7.07,5.53,7.09,78.34,86.68,7.47,42.22
1860,N,186.0,7.08,5.53,7.12,79.02,86.34,6.76,42.61
1861,N,186.1,7.07,5.51,7.06,80.39,85.65,6.07,42.19
1862,N,186.2,7.06,5.51,6.98,81.94,85.64,5.0,41.58
1863,N,186.3,7.06,5.49,6.98,82.52,85.61,4.21,41.63
1864,N,186.4,7.02,5.46,7.0,82.63,85.26,4.25,41.87
1865,N,186.5,7.03,5.45,6.94,83.04,84.97,4.74,41.12
1866,N,186.6,7.02,5.45,6.95,82.93,85.51,5.5,40.74
1867,N,186.7,7.0,5.44,6.86,82.84,85.84,6.02,40.63
1868,N,186.8,7.0,5.42,6.93,82.21,85.5,5.29,40.93
1869,N,186.9,7.03,5.45,6.92,81.98,85.16,5.17,41.16
1870,N,187.0,7.08,5.52,7.0,80.77,85.48,4.67,41.76
1871,N,187.1,7.11,5.57,7.09,79.43,85.32,4.31,41.86
1872,N,187.2,7.13,5.61,7.12,78.02,84.63,4.13,41.86
1873,N,187.3,7.16,5.66,7.21,77.58,83.62,4.93,42.32
1874,N,187.4,7.19,5.69,7.26,76.37,83.21,5.39,42.82
1875,N,187.5,7.17,5.67,7.25,75.87,83.76,5.3,42.32
1876,N,187.6,7.11,5.62,7.17,74.85,83.22,6.48,41.63
1877,N,187.7,7.09,5.6,7.21,73.7,83.33,5.66,41.75
1878,N,187.8,7.07,5.6,7.19,72.94,83.43,5.26,41.48
1879,N,187.9,7.03,5.56,7.15,72.55,83.0,5.64,40.7
1880,N,188.0,6.94,5.49,7.11,72.58,82.72,5.88,40.24
1881,N,188.1,6.92,5.47,7.03,73.88,82.62,5.39,39.76
1882,N,188.2,6.91,5.49,7.02,74.45,82.01,4.95,39.33
1883,N,188.3,6.89,5.5,7.05,75.08,82.39,5.01,39.33
1884,N,188.4,6.87,5.5,7.09,74.55,82.13,5.44,38.82
1885,N,188.5,6.91,5.56,7.07,74.9,82.18,5.06,38.78
1886,N,188.6,6.94,5.61,7.16,75.34,82.21,5.06,38.68
1887,N,188.7,6.97,5.63,7.14,75.5,82.21,5.32,39.12
1888,N,188.8,7.0,5.64,7.26,75.58,82.03,5.17,39.8
1889,N,188.9,7.03,5.65,7.17,75.48,82.83,3.88,39.99
1890,N,189.0,7.06,5.67,7.16,73.97,83.8,3.03,40.02
1891,N,189.1,7.05,5.64,7.18,72.35,84.3,2.91,40.48
1892,N,189.2,7.04,5.61,7.16,71.42,84.72,3.25,40.78
1893,N,189.3,7.02,5.56,7.2,70.93,85.81,3.78,41.51
1894,N,189.4,6.98,5.51,7.02,70.54,87.04,3.51,41.25
1895,N,189.5,6.94,5.45,6.99,70.33,87.47,4.17,41.08
1896,N,189.6,6.93,5.42,6.99,69.44,87.81,5.9,40.95
1897,N,189.7,6.94,5.46,7.11,68.96,88.21,7.73,40.88
1898,N,189.8,6.96,5.49,7.17,68.75,88.15,8.68,40.56
1899,N,189.9,7.0,5.53,7.18,69.92,87.51,9.22,40.23
1900,N,190.0,7.01,5.56,7.27,71.25,87.34,9.34,40.3
1901,N,190.1,7.03,5.57,7.24,72.61,86.75,8.97,40.54
1902,N,190.2,7.02,5.59,7.23,74.52,86.35,9.32,40.4
1903,N,190.3,7.01,5.59,7.2,75.47,85.48,8.72,40.52
1904,N,190.4,6.97,5.55,7.15,75.51,85.92,7.71,40.17
1905,N,190.5,6.92,5.52,7.04,76.69,85.73,6.77,39.4
1906,N,190.6,6.95,5.54,6.98,78.15,85.94,4.57,39.29
1907,N,190.7,6.98,5.56,6.99,79.05,86.0,3.7,39.7
1908,N,190.8,6.99,5.55,6.93,80.58,85.36,2.87,40.08
1909,N,190.9,6.99,5.56,6.89,81.56,85.17,2.13,39.75
1910,N,191.0,7.02,5.57,6.91,81.79,84.93,1.42,40.06
1911,N,191.1,7.04,5.58,6.97,82.2,84.25,0.8,41.21
1912,N,191.2,7.04,5.57,6.99,82.63,84.12,0.51,41.46
1913,N,191.3,7.04,5.53,6.93,82.83,83.94,1.03,41.2
1914,N,191.4,7.03,5.51,6.94,83.33,82.92,1.78,41.67
1915,N,191.5,7.04,5.52,6.88,82.59,82.89,2.53,41.28
1916,N,191.6,7.05,5.53,7.01,81.73,82.57,4.8,41.24
1917,N,191.7,7.05,5.54,7.12,80.47,82.47,6.71,41.84
1918,N,191.8,7.04,5.53,7.15,79.9,83.16,7.14,42.23
1919,N,191.9,7.03,5.49,7.12,79.17,83.76,7.79,42.07
1920,N,192.0,7.03,5.47,7.12,78.59,84.0,8.46,42.14
1921,N,192.1,7.0,5.44,7.24,76.86,83.79,9.73,42.66
1922,N,192.2,7.02,5.43,7.11,74.66,83.39,9.33,42.53
1923,N,192.3,7.01,5.41,7.13,72.53,83.11,8.86,42.21
1924,N,192.4,6.98,5.37,7.11,71.46,82.39,9.11,42.66
1925,N,192.5,7.0,5.37,7.2,70.37,82.53,8.54,43.44
1926,N,192.6,7.03,5.38,7.14,71.51,83.66,7.46,43.64
1927,N,192.7,7.03,5.39,7.13,72.03,84.58,7.6,43.58
1928,N,192.8,7.05,5.43,7.17,72.48,84.43,8.29,43.51
1929,N,192.9,7.08,5.48,7.16,72.78,84.65,7.62,42.99
1930,N,193.0,7.08,5.51,7.25,73.23,84.98,8.45,42.78
1931,N,193.1,7.04,5.51,7.18,73.7,85.44,7.62,41.94
1932,N,193.2,7.02,5.49,7.08,74.93,86.63,5.88,41.54
1933,N,193.3,7.04,5.53,7.07,75.48,87.32,4.55,41.76
1934,N,193.4,7.06,5.57,7.09,75.98,87.12,3.84,41.48
1935,N,193.5,7.06,5.62,7.11,75.82,87.36,2.76,40.86
1936,N,193.6,7.09,5.68,7.13,75.51,86.84,1.66,40.84
1937,N,193.7,7.13,5.75,7.25,75.53,86.54,1.61,40.82
1938,N,193.8,7.13,5.78,7.24,75.79,86.74,2.05,39.65
1939,N,193.9,7.11,5.76,7.22,76.15,87.29,2.52,39.11
1940,N,194.0,7.08,5.73,7.16,76.04,87.39,1.34,38.67
1941,N,194.1,7.0,5.67,7.03,75.13,87.25,2.5,37.44
1942,N,194.2,6.94,5.6,7.05,74.21,86.6,3.44,37.15
1943,N,194.3,6.89,5.56,6.98,73.76,85.94,3.71,37.14
1944,N,194.4,6.86,5.54,6.99,72.9,86.18,3.82,36.88
1945,N,194.5,6.87,5.53,6.93,73.01,86.65,3.05,36.91
1946,N,194.6,6.93,5.58,7.02,72.18,87.5,2.65,37.76
1947,N,194.7,7.0,5.67,7.16,71.71,88.13,3.66,38.42
1948,N,194.8,7.06,5.73,7.32,71.51,87.75,4.64,38.82
1949,N,194.9,7.11,5.77,7.33,71.13,86.94,6.17,38.99
1950,N,195.0,7.11,5.76,7.36,71.34,86.84,6.52,39.66
1951,N,195.1,7.09,5.72,7.27,72.7,86.96,6.49,40.3
1952,N,195.2,7.1,5.71,7.24,73.46,86.83,6.46,40.48
1953,N,195.3,7.07,5.67,7.2,73.88,86.27,5.21,40.8
1954,N,195.4,6.99,5.57,7.13,74.93,84.47,4.05,41.06
1955,N,195.5,6.95,5.52,7.1,75.99,82.4,4.53,41.2
1956,N,195.6,7.0,5.51,7.04,75.98,81.54,4.43,40.95
1957,N,195.7,6.98,5.46,7.0,76.55,80.34,3.89,41.66
1958,N,195.8,6.96,5.39,6.99,77.4,79.63,4.17,42.25
1959,N,195.9,6.91,5.32,6.89,77.25,79.52,4.6,41.54
1960,N,196.0,6.93,5.33,6.93,77.06,79.73,5.97,41.46
1961,N,196.1,6.96,5.36,7.02,77.59,80.17,7.92,41.89
1962,N,196.2,6.97,5.36,7.08,77.76,81.44,9.23,42.17
1963,N,196.3,7.0,5.37,7.1,77.85,81.81,9.13,42.54
1964,N,196.4,7.0,5.34,7.04,78.26,82.83,8.32,42.94
1965,N,196.5,6.99,5.33,7.0,77.57,83.85,8.19,42.9
1966,N,196.6,7.05,5.39,7.11,76.23,84.06,8.64,43.78
1967,N,196.7,7.13,5.46,7.23,75.44,84.31,8.94,44.75
1968,N,196.8,7.15,5.5,7.22,75.62,84.88,8.28,44.91
1969,N,196.9,7.14,5.5,7.19,75.94,85.01,7.92,44.16
1970,N,197.0,7.13,5.49,7.17,76.76,86.51,8.13,43.44
1971,N,197.1,7.1,5.48,7.12,77.29,87.66,7.82,42.78
1972,N,197.2,7.09,5.49,7.11,77.03,87.36,7.25,43.08
1973,N,197.3,7.04,5.46,7.03,76.3,86.96,6.89,42.14
1974,N,197.4,6.97,5.41,6.89,76.42,86.3,5.95,41.23
1975,N,197.5,6.92,5.38,6.86,76.85,85.2,3.68,41.18
1976,N,197.6,6.93,5.39,6.82,77.39,84.98,2.84,40.8
1977,N,197.7,6.89,5.41,6.79,77.9,85.46,3.01,39.79
1978,N,197.8,6.87,5.43,6.75,78.67,85.42,3.1,39.45
1979,N,197.9,6.9,5.5,6.95,78.85,86.22,4.02,38.95
1980,N,198.0,6.93,5.59,7.02,79.2,86.31,4.57,38.23
1981,N,198.1,6.94,5.64,7.12,79.42,85.39,5.79,37.7
1982,N,198.2,6.96,5.68,7.14,79.68,85.3,5.95,37.67
1983,N,198.3,7.01,5.74,7.12,79.17,84.93,5.14,37.56
1984,N,198.4,7.01,5.77,7.14,78.28,84.67,4.77,37.68
1985,N,198.5,7.02,5.79,7.16,77.21,85.35,4.68,37.77
1986,N,198.6,7.01,5.79,7.24,76.57,84.86,4.36,38.12
1987,N,198.7,6.98,5.77,7.21,75.62,84.83,3.35,38.0
1988,N,198.8,6.96,5.72,7.13,75.34,85.42,2.93,37.72
1989,N,198.9,6.93,5.67,7.1,74.91,85.6,4.59,37.62
1990,N,199.0,6.93,5.62,7.06,72.89,85.43,4.99,37.95
1991,N,199.1,6.92,5.56,7.04,71.55,85.22,4.28,38.32
1992,N,199.2,6.93,5.52,7.02,70.22,84.25,3.51,38.92
1993,N,199.3,6.95,5.51,7.07,68.46,83.5,3.81,39.58
1994,N,199.4,6.99,5.5,7.06,68.84,82.73,3.97,40.58
1995,N,199.5,7.01,5.48,7.11,70.56,82.1,3.32,41.76
1996,N,199.6,7.02,5.47,7.15,71.15,82.83,3.89,42.3
1997,N,199.7,7.08,5.49,7.23,71.94,82.81,5.05,42.94
