200.0,-9.957934232713885e-25
200.1,-1.230690835227446e-24
200.2,-1.5200844850006222e-24
200.3,-1.8764031631940576e-24
200.4,-2.314860785892111e-24
200.5,-2.8540692762187847e-24
200.6,-3.516783809085172e-24
200.7,-4.330808456533221e-24
200.8,-5.3300960918997445e-24
200.9,-6.556083415362608e-24
201.0,-8.059310386751562e-24
201.1,-9.901383475091323e-24
201.2,-1.21573542939509e-23
201.3,-1.4918599787928137e-23
201.4,-1.8296307646056627e-23
201.5,-2.2425691611771466e-23
201.6,-2.747108651392975e-23
201.7,-3.3632102965862435e-23
201.8,-4.11510577287478e-23
201.9,-5.032193885189955e-23
202.0,-6.15012162404871e-23
202.1,-7.512086986845157e-23
202.2,-9.170408135902825e-23
202.3,-1.1188412235929604e-22
202.4,-1.36427077719344e-22
202.5,-1.6625916612582463e-22
202.6,-2.0249956929086815e-22
202.7,-2.4649985750655104e-22
202.8,-2.9989130959510866e-22
202.9,-3.6464167522516356e-22
203.0,-4.431232245531839e-22
203.1,-5.381942828375639e-22
203.2,-6.53296866259094e-22
203.3,-7.925735316910398e-22
203.4,-9.610071417540318e-22
203.5,-1.1645879438382564e-21
203.6,-1.4105131874911958e-21
203.7,-1.707425481718145e-21
203.8,-2.0656972494253094e-21
203.9,-2.4977700022802444e-21
204.0,-3.0185587730367974e-21
204.1,-3.645933947685118e-21
204.2,-4.4012949880370476e-21
204.3,-5.3102531867260755e-21
204.4,-6.403443721586536e-21
204.5,-7.717490957494872e-21
204.6,-9.296155277453127e-21
204.7,-1.1191694823818593e-20
204.8,-1.3466481526864183e-20
204.9,-1.6194917845153588e-20
205.0,-1.9465708920076773e-20
205.1,-2.3384554564668762e-20
205.2,-2.807733690858467e-20
205.3,-3.369389289108021e-20
205.4,-4.04124764629796e-20
205.5,-4.844503371208453e-20
205.6,-5.804343561190405e-20
205.7,-6.950683823149157e-20
205.8,-8.319036963913588e-20
205.9,-9.951537708616542e-20
206.0,-1.189815081835405e-19
206.1,-1.421809466272149e-19
206.2,-1.6981517768248198e-19
206.3,-2.0271472236957784e-19
206.4,-2.4186235357019876e-19
206.5,-2.8842039379330925e-19
206.6,-3.4376279506117496e-19
206.7,-4.0951281857081966e-19
206.8,-4.875872680700732e-19
206.9,-5.802483892834012e-19
207.0,-6.901647317202912e-19
207.1,-8.204824828143846e-19
207.2,-9.74909032213706e-19
207.3,-1.157810811501086e-18
207.4,-1.3743277878169287e-18
207.5,-1.630507375843842e-18
207.6,-1.933460979524936e-18
207.7,-2.2915468920515626e-18
207.8,-2.714583880802271e-18
207.9,-3.2141004753412996e-18
208.0,-3.803625775415667e-18
208.1,-4.4990285183018146e-18
208.2,-5.318912209413234e-18
208.3,-6.28507534800352e-18
208.4,-7.423047195429105e-18
208.5,-8.762711164573752e-18
208.6,-1.0339029787483443e-17
208.7,-1.2192887380383975e-17
208.8,-1.4372069012516855e-17
208.9,-1.6932397245096012e-17
209.0,-1.9939051393103826e-17
209.1,-2.3468097837329668e-17
209.2,-2.7608264247251715e-17
209.3,-3.246299554694358e-17
209.4,-3.815283515742342e-17
209.5,-4.481818158316016e-17
209.6,-5.262247789566756e-17
209.7,-6.17559002372822e-17
209.8,-7.243962127512896e-17
209.9,-8.493073575166512e-17
210.0,-9.952794810022857e-17
210.1,-1.1657813674287194e-16
210.2,-1.364839264164498e-16
210.3,-1.5971241896531312e-16
210.4,-1.8680525481844518e-16
210.5,-2.1839020220051652e-16
210.6,-2.551944994232411e-16
210.7,-2.9806020783158537e-16
210.8,-3.479618696674316e-16
210.9,-4.0602680685477686e-16
211.0,-4.735584441785398e-16
211.1,-5.520630942803906e-16
211.2,-6.43280703182394e-16
211.3,-7.492201246374985e-16
211.4,-8.721995705734625e-16
211.5,-1.014892974466008e-15
211.6,-1.1803831060157561e-15
211.7,-1.3722223905537307e-15
211.8,-1.5945025168902808e-15
211.9,-1.8519340647985693e-15
212.0,-2.1499375501616234e-15
212.1,-2.4947474744622404e-15
212.2,-2.8935311784955863e-15
212.3,-3.3545245410046182e-15
212.4,-3.887186834823308e-15
212.5,-4.502377359905494e-15
212.6,-5.212556818618756e-15
212.7,-6.032016788717996e-15
212.8,-6.97714108883672e-15
212.9,-8.066703326175895e-15
213.0,-9.32220547300277e-15
213.1,-1.076826294507368e-14
213.2,-1.2433042359522242e-14
213.3,-1.434875894134396e-14
213.4,-1.655224143671057e-14
213.5,-1.908557338951286e-14
213.6,-2.199682075743284e-14
213.7,-2.5340857099845607e-14
213.8,-2.918029897764763e-14
213.9,-3.358656578226904e-14
214.0,-3.8641079977164775e-14
214.1,-4.443662571149799e-14
214.2,-5.107888597658878e-14
214.3,-5.868818094736892e-14
214.4,-6.740143291310115e-14
214.5,-7.737438628632191e-14
214.6,-8.878411462237743e-14
214.7,-1.0183185042376112e-13
214.8,-1.1674617778758566e-13
214.9,-1.337866327294465e-13
215.0,-1.5324776133605876e-13
215.1,-1.7546369182114464e-13
215.2,-2.0081328314988688e-13
215.3,-2.297259202270449e-13
215.4,-2.626880337927478e-13
215.5,-3.0025043222405713e-13
215.6,-3.4303654249448467e-13
215.7,-3.917516687037961e-13
215.8,-4.471933889702269e-13
215.9,-5.102632252039538e-13
216.0,-5.819797354924074e-13
216.1,-6.634931956759821e-13
216.2,-7.561020553449753e-13
216.3,-8.612713741247619e-13
216.4,-9.806534669373806e-13
216.5,-1.1161110121515342e-12
216.6,-1.2697429043962556e-12
216.7,-1.4439131645771378e-12
216.8,-1.6412832535825153e-12
216.9,-1.864848173606873e-12
217.0,-2.117976782293224e-12
217.1,-2.4044567903615455e-12
217.2,-2.7285449634634873e-12
217.3,-3.0950231040990528e-12
217.4,-3.509260450040396e-12
217.5,-3.977283192333944e-12
217.6,-4.5058518891508e-12
217.7,-5.10254763214298e-12
217.8,-5.775867910185376e-12
217.9,-6.53533321214668e-12
218.0,-7.391605516427848e-12
218.1,-8.356619931230556e-12
218.2,-9.443730876799258e-12
218.3,-1.0667874340187064e-11
218.4,-1.2045747885442062e-11
218.5,-1.3596010268677563e-11
218.6,-1.5339502689448063e-11
218.7,-1.729949390854781e-11
218.8,-1.950195167915467e-11
218.9,-2.1975843174712855e-11
219.0,-2.4753467354677647e-11
219.1,-2.787082248999438e-11
219.2,-3.1368012375818454e-11
219.3,-3.52896950915081e-11
219.4,-3.968557852948419e-11
219.5,-4.461096730743757e-11
219.6,-5.0127366105017084e-11
219.7,-5.6303144929161236e-11
219.8,-6.321427231444588e-11
219.9,-7.09451230091331e-11
220.0,-7.958936728725569e-11
220.1,-8.925094966514058e-11
220.2,-1.0004516549135464e-10
220.3,-1.1209984462515275e-10
220.4,-1.2555665222479368e-10
220.5,-1.405725175374722e-10
220.6,-1.5732120252115032e-10
220.7,-1.759950231409629e-10
220.8,-1.9680673727278575e-10
220.9,-2.1999161432000314e-10
221.0,-2.4580970291180284e-10
221.1,-2.745483144077609e-10
221.2,-3.065247413900625e-10
221.3,-3.4208923188846697e-10
221.4,-3.816282417587029e-10
221.5,-4.255679894312112e-10
221.6,-4.743783391688633e-10
221.7,-5.285770410284068e-10
221.8,-5.887343579169183e-10
221.9,-6.554781124794569e-10
222.0,-7.294991890561513e-10
222.1,-8.115575286112485e-10
222.2,-9.024886573749265e-10
222.3,-1.0032107929550472e-09
222.4,-1.1147325748825723e-09
222.5,-1.2381614699543714e-09
222.6,-1.374712906344399e-09
222.7,-1.5257201942697469e-09
222.8,-1.6926452950371236e-09
222.9,-1.8770905045571977e-09
223.0,-2.080811121912473e-09
223.1,-2.3057291783018256e-09
223.2,-2.5539483066663066e-09
223.3,-2.827769837536553e-09
223.4,-3.1297102121257473e-09
223.5,-3.4625198094439666e-09
223.6,-3.829203290204845e-09
223.7,-4.233041566563984e-09
223.8,-4.677615513246911e-09
223.9,-5.166831542389972e-09
224.0,-5.7049491714477196e-09
224.1,-6.2966107207619985e-09
224.2,-6.946873284882308e-09
224.3,-7.661243129408719e-09
224.4,-8.4457126730205e-09
224.5,-9.306800222396419e-09
224.6,-1.0251592635927571e-08
224.7,-1.1287791100417871e-08
224.8,-1.2423760213325975e-08
224.9,-1.3668580571488133e-08
225.0,-1.5032105075605604e-08
225.1,-1.6525019168031968e-08
225.2,-1.815890522947789e-08
225.3,-1.9946311368102515e-08
225.4,-2.190082484193301e-08
225.5,-2.4037150362649937e-08
225.6,-2.6371193535241155e-08
225.7,-2.892014969386191e-08
225.8,-3.1702598399207925e-08
225.9,-3.4738603866682596e-08
226.0,-3.8049821597471934e-08
226.1,-4.165961148599334e-08
226.2,-4.559315767708151e-08
226.3,-4.9877595444162165e-08
226.4,-5.454214535554704e-08
226.5,-5.961825498936026e-08
226.6,-6.513974844825928e-08
226.7,-7.114298391264609e-08
226.8,-7.766701945500362e-08
226.9,-8.475378731810382e-08
227.0,-9.244827683534337e-08
227.1,-1.0079872614209585e-07
227.2,-1.0985682279203432e-07
227.3,-1.1967791335132764e-07
227.4,-1.303212219955877e-07
227.5,-1.4185007807898416e-07
227.6,-1.5433215258103252e-07
227.7,-1.6783970326332542e-07
227.8,-1.824498282851826e-07
227.9,-1.9824472793260488e-07
228.0,-2.1531197400789827e-07
228.1,-2.337447863070843e-07
228.2,-2.536423154767461e-07
228.3,-2.7510993139070585e-07
228.4,-2.982595160176279e-07
228.5,-3.2320975956235975e-07
228.6,-3.5008645845409695e-07
228.7,-3.790228135222379e-07
228.8,-4.101597264433408e-07
228.9,-4.4364609225811274e-07
229.0,-4.796390854439412e-07
229.1,-5.183044366821685e-07
229.2,-5.598166970799735e-07
229.3,-6.043594861884791e-07
229.4,-6.521257197016794e-07
229.5,-7.033178122187216e-07
229.6,-7.581478499041715e-07
229.7,-8.168377272809783e-07
229.8,-8.796192417386663e-07
229.9,-9.467341386244163e-07
230.0,-1.0184340990112672e-06
230.1,-1.0949806613917033e-06
230.2,-1.176645067629952e-06
230.3,-1.2637080225094606e-06
